qid,k,gold_in_context,n_passages,answer,faithful,correct,refused
w098,2,1,2,المدرسة البوعنانية تبنت ففاس بين عامي 1350م و1355م.,1,1,0
w183,2,1,2,على يد الإمبراطور كلوديوس خمدت ثورة إيديمون.,1,1,0
w191,2,1,2,عالم العرب المغاربة وعالم البربر,0,0,0
w087,2,1,2,المعلومة غير متوفرة في النصوص,1,1,1
w182,2,1,2,الاتحاد الأوروبي,1,1,0
w040,2,1,2,المعلومة غير متوفرة في النصوص,1,1,1
w169,2,1,2,المعلومة غير متوفرة في النصوص,1,1,1
w088,2,1,2,المساحة ديال المنطقة الحرة الأطلسية تقدر بازيد من 500 هكتار.,1,1,0
w186,2,1,2,كليوباترا سيليني الثانية,1,1,0
w041,2,1,2,المعلومة غير متوفرة في النصوص,1,1,1
w002,2,1,2,طنجة,0,0,0
w072,2,1,2,1614 و1681,1,1,0
w151,2,1,2,المستغلال اللي فرض على الأمازيغ من قبل الرومان، كسيطرة على الأراضي الفلاحية وفرض السخرة، واستعمال القوة لإخضاعهم.,1,1,0
w115,2,1,2,مسجد، وحمام، ومركز تجاري,1,1,0
w057,2,1,2,سعيد العلام,1,1,0
w108,2,1,2,المعلومة غير متوفرة في النصوص,0,0,1
w192,2,1,2,المعلومة غير متوفرة في النصوص,1,1,1
w167,2,0,2,ضواحي تاهلة وسفوح جبال كندر حيث منبع واد بوخرارب.,0,0,0
w051,2,1,2,ثمانية وعشرين سنه,1,1,0
w144,2,1,2,مدينة نفيس,1,1,0
w198,2,1,2,مرة واحدة,1,0,0
w155,2,1,2,أُعلن عن صندوق محمد السادس للاستثمار في يوليوز 2020.,1,1,0
w130,2,1,2,قبيل جبال بني يزناسن من الجهة الشمالية وجبال دبدو ومرتفعات لمقام من الجهة الجنوبية.,1,1,0
w060,2,1,2,1969م رحلت السلطات الإسبانية القبائل الصحراوية إلى إقليم واد نون.,1,1,0
w056,2,1,2,ترجع النقوش الصخرية إلى 4000-ق-م 8000-ق.م,1,1,0
w024,2,1,2,بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,0
w008,2,1,2,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,0
w009,2,1,2,المعلومة غير متوفرة في النصوص,1,1,1
w109,2,1,2,أحمد بن المهدي الغزال,1,1,0
w152,2,1,2,تاكفاريناس وأديمون,1,1,0
w023,2,1,2,سجلت اتفاقية التجارة الحرة بين المغرب وأمريكا يوم 15 يونيو 2004.,1,0,0
w140,2,1,2,سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,0
w174,2,0,2,الأهداف لي تضربات فحرب المدن هي نهب المدن وسرقتها وقتل سكانها.,0,0,0
w027,2,0,2,百分之十八点五,0,0,0
w189,2,1,2,جائزة قارئ العام للعالم العربي,1,1,0
w036,2,0,2,المغرب يستورد 40% حتى 60% من حاجيات الحبوب حسب الحالة المناخية.,1,1,0
w058,2,1,2,جائزة كتارا للرواية العربية وفأي عام 2020,1,1,0
w063,2,1,2,الزربية و الجلباب,1,1,0
w071,2,0,2,المعلومة غير متوفرة في النصوص,0,0,1
w190,2,1,2,التخوف من القانون بسبب اعتباره تطبيق للآيديولوجيا الاستعمارية التي تقسّم المغرب إلى عالمين متمايزين.,1,1,0
w007,2,1,2,شكيب بنموسى,1,1,0
w029,2,1,2,Saskenza الناتج الداخلي ديال قطاع الصيد البحري من 8.3 إلى 15 مليار درهم ما بين 2007 و2015.,1,1,0
w164,2,1,2,طنجة,1,0,0
w067,3,1,3,الوحدة ديال التبريد لي كتحفظ التفاح في الريش كتحفظ 1600 طن.,1,1,0
w188,3,1,3,ساعتين و11 دقيقة و34 ثانية,1,1,0
w102,3,1,3,تفوقة 39.6,1,1,0
w194,3,1,3,لا زنينية,1,1,0
w112,3,1,3,كانو ساكنين في الكهوف والمغارات.,1,1,0
w122,3,1,3,وفرة سمك الشابل والتون في أزمور والإقبال الأوروبي على شرائه كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين.,1,1,0
w014,3,1,3,"36,8 مليون نسمة",1,1,0
w003,3,1,3,"شحال هي النسبة ديال الطاقات المتجددة فإنتاج الكهربا فالمغرب؟ نسبة 19,6%.",1,0,0
w065,3,1,3,عاشو في جماعات منعزلة ومغلقة، كيان كلها مستقل بخصوصياتها دون علاقات واضحة مع القبائل المجاورة.,1,1,0
w045,3,1,3,لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا,1,1,0
w137,3,1,3,رسوم في الناضور بلغت 100 درهم للراجلين.,1,1,0
w171,3,1,3,-Smith هذا الحي الغربى من شعيب,0,0,0
w129,3,0,3,المعلومة غير متوفرة في النصوص,1,1,1
w077,3,1,3,سلالة مكناس,1,1,0
w159,3,0,3,المعلومة غير متوفرة في النصوص,0,0,1
w168,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w046,3,1,3,1503 جماعة,1,1,0
w131,3,1,3,الناس ديال تاوريرت كيعتمدو تربية الماشية والزراعة البورية فالمعيشة ديالهم.,1,1,0
w031,3,1,3,"56,5%",1,1,0
w004,3,1,3,"ارتفعت نسبة الطاقة الريحية من 2,8% في 2010 إلى 8,1% في 2015.",1,1,0
w160,3,1,3,المعلومة غير متوفرة في النصوص,1,0,1
w016,3,1,3,"انخفض من 2,6% إلى 0,85%.",1,1,0
w043,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w127,3,1,3,altura سطات على سطح البحر هي 370 مترا.,1,1,0
w187,3,1,3,حكم بطليموس الموريطاني من 23 حتى 40 ميلادية.,1,1,0
w163,3,1,3,5 ديسمبر 1952,1,1,0
w048,3,1,3,تساهم في 75% من الصادرات الفلاحية,1,1,0
w111,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w006,3,1,3,"استقر عند 12,8%.",1,1,0
w195,3,1,3,حماية المدخرين والمستثمرين؛ مراقبة سير أسواق الرساميل؛ ضمان شفافية العمليات المالية؛ تنظيم المشاركين في السوق والأدوات المالية؛ تعزيز الثقافة المالية.,1,1,0
w038,3,1,3,وصل عدد سكان عين بني مطهر سنة 2014 إلى 16289 نسمة.,1,1,0
w123,3,1,3,سنة 1476,1,1,0
w013,3,1,3,حتى 31 دجنبر 2011.,1,1,0
w037,3,0,3,تشغل الفلاحة نسبة كبيرة من اليد العاملة في المغرب.,1,1,0
w154,3,1,3,المقر الرئيسي لصندوق محمد السادس للاستثمار في مدينة الرباط.,1,1,0
w070,3,0,3,سنة 1614,0,0,0
w062,3,1,3,湯姆斯 جي弗森,1,1,0
w196,3,1,3,الملك محمد السادس,1,0,0
w033,3,1,3,المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,0
w173,3,0,3,16 نونبر 1955,1,1,0
w172,3,1,3,أكتوبر 1955,1,1,0
w061,3,1,3,13 مايو 1801,1,1,0
w011,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w145,3,1,3,توفى باه ديال التهامي الكلاوي سنة 1956، وتكفل به شقيقه الأكبر民用助手：塔哈米·克拉维的去世年份是1956年，他去世后由他的哥哥穆尼尔·克拉维照顾。,0,0,0
w161,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w053,3,0,3,المزجة تتكون من خليط متنوع من التوابل والبهارات كالفلفل الحار والكزبرة والكمون والزعفران.,0,0,0
w126,3,1,3,الرمز ديال مدينة سطات هو الحصان.,1,1,0
w107,3,1,3,1959,1,1,0
w074,3,0,3,المعلومة غير متوفرة في النصوص,0,0,1
w114,3,1,3,القصر الصغير على بعد 35 كلم من الطريق الرابطة بين طنجة وتطوان.,1,1,0
w106,3,1,3,تأسس البنك المخزني المغربي سنة 1906 في طنجة.,0,0,0
w096,3,1,3,مرسوم رقم 2.24.1122,1,1,0
w104,3,1,3,تداخل النزعة الليبرالية مع الاقتصاد الموجه.,1,1,0
w146,3,1,3,أدخل أول معركة حربية في سن خمسة عشر سنة,1,1,0
w044,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w001,3,1,3,593168,1,1,0
w162,3,1,3,45 منشور,1,1,0
w193,3,1,3,لما تزنيت كيلقبوا بعاصمة الفضة كيتشيرو شهرتها في إنتاج المجوهرات الفضية.,1,1,0
w017,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w081,3,1,3,ثلاثة نهارات كيدوم المعرض الدولي للفلاحة فالمغرب.,0,0,0
w103,3,1,3,واد الشارف واد تبودة وادي مسخسخة وادي وزين,1,1,0
w039,3,1,3,محطة القطارات المغلقة منذ سنة 1995.,1,1,0
w157,3,1,3,مستشفى ومستوصف صحي ودار للولادة,1,1,0
w177,3,1,3,منتزه NATIONAL لإفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطة ميشليفن للتزلج.,1,1,0
w136,3,1,3,67 %,1,1,0
w079,3,1,3,مدينة الحاجب تبعد عن مكناس بمسافة 32 كلم جنوبها.,1,1,0
w116,3,1,3,استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقاده الملك ألفونس الخامس.,1,1,0
w020,3,1,3,المواد لي كتشكل الواردات ديال المغرب أساسا هي المواد التجهيزية ومصادر الطاقة.,1,1,0
w015,3,1,3,"معدل التمدن في المغرب ارتفع من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,0
w178,3,1,3,تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,0
w147,3,1,3,تدشين مستشفى القرب بأحفير تم في يوم 25 يوليوز 2024.,1,1,0
w180,3,1,3,تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,0
w066,3,1,3,المعلومة غير متوفرة في النصوص,0,1,1
w085,3,0,3,المشاكل اللي كتعاني منها مدينة مرزوكة هي الغياب المتكرر للأساتذة والمرافق المهمشة فضلًا عن عدم وجود أي مدرسة إعدادية أو ثانوية.,1,0,0
w166,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w047,3,1,3,1050000 هكتار,1,1,0
w105,3,1,3,أولى الأوراش الاقتصادية ديال أول الحكومات المغربية من بعد الاستقلال تخص إرساء الاستقلالية الاقتصادية.,1,1,0
w080,3,1,3,المغارة التي تشبه وجه الأسد,1,1,0
w055,3,1,3,المواقع ديال النقوش الصخرية كاينة فإقليم السمارة.,1,1,0
w197,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w086,3,1,3,سنة 2012,1,1,0
w119,3,1,3,المساحة ديال القصبة المخزنية فتزنيت هي 6704م² ودهاليزها 5.,0,0,0
w110,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w134,3,1,3,سجلماسة تبنات سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,0
w143,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w034,3,1,3,وصل إنتاج الطاقة الكهرمائية فـ2004 إلى 2700 مليون كيلواط.,1,1,0
w019,3,1,3,15%,1,1,0
w141,3,1,3,عزيز أخنوش,1,1,0
w124,3,1,3,لقب عاصمة الشاوية,1,1,0
w176,3,1,3,جامعة الأخوين,1,1,0
w064,3,1,3,صناعة الفخار، الدباغة، صياغة الحلي.,1,1,0
w084,3,1,3,السياحة,1,1,0
w149,3,1,3,七年,1,1,0
w101,3,1,3,المعلومة غير متوفرة في النصوص,0,1,1
w156,3,1,3,الأستاذ واحد.,1,1,0
w073,3,1,3,يوليو - غشت 1947,1,1,0
w028,3,1,3,طنجة وأكادير والعيون,1,1,0
w185,3,1,3,شرشال,1,1,0
w113,3,1,3,بلدة البهاليل,1,1,0
w052,3,1,3,19 ماي 1881م,1,1,0
w175,3,1,3,المعلومة غير متوفرة في النصوص,1,0,1
w005,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w030,3,1,3,1.46 مليون طن,1,1,0
w184,3,1,3,في روما,1,1,0
w100,3,1,3,المقاعد تتسع لـ 167 مقعدا,1,1,0
w099,3,1,3,باب بوجلود هو المدخل الرئيسي ديال فاس البالي.,1,1,0
w132,3,1,3,وسط واحة كبيرة جنوب الأطلس الكبير,1,1,0
w125,3,1,3,83 كم,1,1,0
w199,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w135,3,1,3,من 17% إلى 19%.,1,1,0
w179,3,1,3,183,1,1,0
w121,3,1,3,نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,0
w035,3,1,3,المدارات المسقية فناتج المحلي الخام بين 7% و10% حسب الحالة المائية للسنة.,1,1,0
w049,3,1,3,من ±0.3٪ إلى ±2.5٪,1,1,0
w170,3,0,3,المعلومة غير متوفرة في النصوص,0,0,1
w139,3,1,3,20 ألف بيزيتا سنويا,1,1,0
w150,3,1,3,مهرجانها الثقافي الدولي,1,1,0
w133,3,1,3,مدينة القيروان,1,1,0
w128,3,1,3,البياض,1,1,0
w022,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w082,3,1,3,الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,0
w078,3,1,3,مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,1,0
w010,3,1,3,3.5%,1,1,0
w083,3,1,3,"مساحة المعرض الدولي للفلاحة بالمغرب تقدر بـ 370,000 m2.",1,1,0
w165,3,1,3,"محمد توري طيح سني أبو بكر في管理条例规定，对于未满16周岁的未成年人，是否可以独立进行民事法律行为？
A. 可以
B. 不可以 B. 不可以",1,1,0
w120,3,1,3,تنسب إلى القائد الحاحي محمد أغناج.,1,1,0
w090,3,1,3,الcommittee's objective is to improve the business environment legal and regulatory framework and coordinate its implementation.,1,1,0
w069,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w054,3,0,3,زيت الزيتون,0,0,0
w091,3,1,3,المعلومة غير متوفرة في النصوص,0,1,1
w095,3,1,3,2 كم,1,1,0
w042,3,1,3,الصين,1,1,0
w094,3,1,3,نهر السنغال,1,1,0
w117,3,1,3,ألبرت حوراني,1,1,0
w200,3,1,3,"34,000 رجل",1,1,0
w158,3,1,3,ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1,0
w026,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w181,3,1,3,حوالي 8300 طن في اليوم الواحد.,1,1,0
w148,3,1,3,خالد آيت الطالب,1,1,0
w075,3,1,3,تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,0
w059,3,1,3,بوليساريو اقترحت الصحراويين الذين تم إحصاؤهم من طرف الإدارة الإسبانية عام 1974م.,1,1,0
w153,3,1,3,تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,0
w018,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w050,3,1,3,المعلومة غير متوفرة في النصوص,1,0,1
w093,3,1,3,إقليم شنقيط تابع لموريتانيا منذ إستقلالها عن فرنسا سنة 1960.,1,1,0
w076,3,1,3,سنة 1981,1,1,0
w142,3,1,3,عبد الوافي لفتيت,1,1,0
w021,3,1,3,55.8 %,1,1,0
w097,3,1,3,نص [1],1,1,0
w032,3,1,3,بلغ الناتج المحلي الإجمالي للفرد 3.750 دولار أمريكي حسب تقديرات صندوق النقد الدولي لسنة 2023.,1,1,0
w138,3,1,3,مصادر الدخل اللي اعتمدات عليها جمهورية الريف هي: ضرائب على شكل نقود أو محاصيل، مداخيل الزكاة على شكل نقود أو محاصيل زراعية، غرامات، تبرعات السكان والقبائل، فداء الأسرى.,1,1,0
w118,3,1,3,المحامِك والوزارات والجيش,1,1,0
w012,3,1,3,فاتح أبريل 1998,1,1,0
w068,3,1,3,مدينة مكناس,1,1,0
w089,3,1,3,اللجنة الوطنية لمناخ الأعمال أُحدثت سنة 2009، ويرأسها رئيس الحكومة.,1,1,0
w092,3,1,3,المعلومة غير متوفرة في النصوص,0,0,1
w025,3,1,3,نسيج وصناعة السيارات,1,0,0
w098,3,1,3,المدرسة البوعنانية تبنية ما بين عامي 1350م و1355م في فاس.,1,1,0
w183,3,1,3,على يد الإمبراطور كلوديوس خمدت ثورة إيديمون.,1,1,0
w191,3,1,3,عالم العرب المغاربة وعالم البربر,0,0,0
w087,3,1,3,على بُعد حوالي 120 كيلومترًا.,1,1,0
w182,3,1,3,الاتحاد الأوروبي,1,1,0
w040,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w169,3,1,3,استقبل السلطان ففاس نحو 2٬000 من التجار العرب القادمين من القيروان في تونس.,1,1,0
w088,3,1,3,المساحة ديال المنطقة الحرة الأطلسية تقارب 500 هكتار.,1,1,0
w186,3,1,3,كليوباترا سيليني الثانية,1,1,0
w041,3,1,3,المغرب يتوفر على %75 من الاحتياطي العالمي من الفوسفاط.,1,1,0
w002,3,1,3,طنجة,1,0,0
w072,3,1,3,1614 و1681,1,1,0
w151,3,1,3,المستغلالات اللي فرضت عليهم من الرومان كأسباب لمقاومة الأمازيغ.,1,1,0
w115,3,1,3,مسجد، وحمام، ومركز تجاري.,1,1,0
w057,3,1,3,سعيد العلام,1,1,0
w108,3,1,3,تجريد الدولة المغربية من سلطة الإصدار النقدي وإنشاء بنك مخزني له حصرية الإصدار النقدي.,1,0,0
w192,3,1,3,بعد 690 كلم على الرباط و90 كلم على أكادير.,1,1,0
w167,3,1,3,كانوا كيسكنو في جبال فاس وصولا إلى سجلماسة وتوات، وضواحي تلمسان، وبين فاس والراشيدية، وتوات، كما كانوا يستوطنون بواحات وقصور صحراوية.,1,1,0
w051,3,1,3,ثمانية وعشرين سنة,1,1,0
w144,3,1,3,مدينة نفيس,1,1,0
w198,3,1,3,ست مرات,1,1,0
w155,3,1,3,أعلن عن صندوق محمد السادس للاستثمار في يوليوز 2020.,1,1,0
w130,3,1,3,حاجز جبال بني يزناسن من الجهة الشمالية وجبال دبدو ومرتفعات لمقام من الجهة الجنوبية.,0,0,0
w060,3,1,3,ترحيلت قبائل أيت بعمران الصحراوية من إقليم الساقية الحمراء إلى إقليم واد نون في المغرب سنة 1969.,1,1,0
w056,3,1,3,ترجع النقوش الصخرية ديال السمارة إلى 4000-ق-م 8000-ق.م,1,1,0
w024,3,1,3,بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,0
w008,3,1,3,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,0
w009,3,1,3,المعلومة غير متوفرة في النصوص,1,1,1
w109,3,1,3,السفير الثاني لي زار الأسكوريال هو أحمد بن المهدي الغزال.,1,1,0
w152,3,1,3,تاكفاريناس وأديمون,1,1,0
w023,3,1,3,سجلت اتفاقية التجارة الحرة بين المغرب وأمريكا في 15 يونيو 2004.,0,0,0
w140,3,1,3,سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,0
w174,3,0,3,الأهداف لي تضربات فحرب المدن هوما النهب وفرض النفوذ ونشر المسيحية.,0,0,0
w027,3,1,3,"54,3%",1,0,0
w189,3,1,3,جائزة قارئ العام للعالم العربي,1,1,0
w036,3,0,3,المعلومة غير متوفرة في النصوص,1,1,1
w058,3,1,3,جائزة كتارا للرواية العربية سنة 2020,1,1,0
w063,3,1,3,الزربية و الجلباب,1,1,0
w071,3,1,3,1500 جندي,1,1,0
w190,3,1,3,عالم عربي وعالم بربري انفصالي كليا,1,1,0
w007,3,1,3,شكيب بنموسى,1,1,0
w029,3,1,3,الناتج الداخلي لقطاع الصيد البحري انتقل من 8.3 إلى 15 مليار درهم ما بين 2007 و2015.,1,1,0
w164,3,1,3,طنجة,1,0,0
w067,5,1,5,1600 طن,1,1,0
w188,5,1,5,ساعتين و11 دقيقة و34 ثانية,1,1,0
w102,5,1,5,تفوق 39.6 درجة,1,1,0
w194,5,1,5,لا زنينية,1,1,0
w112,5,1,5,كانوا ساكنين في قصور جانب أودية المدينة.,0,0,0
w122,5,1,5,وفرة سمك الشابل والتون في أزمور والإقبال الأوروبي على شرائه كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين.,1,1,0
w014,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w003,5,1,5,"13,6%",0,0,0
w065,5,1,5,عاشو في جماعات منعزلة ومغلقة، كل قبيلة كيان مستقل دون علاقات واضحة مع القبائل المجاورة.,1,1,0
w045,5,1,5,لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا,1,1,0
w137,5,1,5,100 درهم,1,1,0
w171,5,1,5,-Smithiya li hayy tajareen jao min el qirawn ithaqa jami'a fi shuyub il-nahr fi madinatun taniya.,0,0,0
w129,5,0,5,المعلومة غير متوفرة في النصوص,1,0,1
w077,5,1,5,سلالة مكناس,1,1,0
w159,5,0,5,ثقل الأعباء الطاقية والمديونية العمومية,0,0,0
w168,5,1,5,المعلومة غير متوفرة في النصوص,0,0,1
w046,5,1,5,وصل عدد الجماعات في المغرب فـ2009 إلى 1503 جماعة.,1,1,0
w131,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w031,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w004,5,1,5,"ارتفعت النسبة من 2,8% في 2010 إلى 8,1% في 2015.",1,1,0
w160,5,1,5,وصل عدد المنشورات بالعربية في الموسم 2018-2019 إلى 3312 منشورًا.,1,1,0
w016,5,1,5,"انخفض تدريجياً من 2,6% إلى 0,85%.",1,1,0
w043,5,1,5,"وصل عدد سكان جماعة خنيفرة فـ2024 إلى 242,376 نسمة.",0,0,0
w127,5,1,5,altura سطات على سطح البحر هي 370 مترا.,1,1,0
w187,5,1,5,حكم بطليموس الموريطاني من 23 حتى 40 ميلادية.,1,1,0
w163,5,1,5,5 ديسمبر 1952,1,1,0
w048,5,1,5,تساهم في 75% من الصادرات الفلاحية.,1,1,0
w111,5,1,5,أصفراو تعني المنطقة المقعرة بالأمازيغية.,0,1,0
w006,5,1,5,استقر عند 12.8%.,1,1,0
w195,5,1,5,مهام الهيئة المغربية لسوق الرساميل تتضمن حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، تعزيز الثقافة المالية.,1,1,0
w038,5,1,5,16289 نسمة,1,1,0
w123,5,1,5,سنة 1476,1,1,0
w013,5,1,5,حتى 31 دجنبر 2011.,1,1,0
w037,5,0,5,90% من جملة السكان المشتغلين بالزراعة,0,0,0
w154,5,1,5,المقر الرئيسي لصندوق محمد السادس للاستثمار في مدينة الرباط.,1,1,0
w070,5,1,5,سان ميغيل دي أولطرامار,1,1,0
w062,5,1,5,湯姆اس جي弗سون,1,1,0
w196,5,1,5,الملك محمد السادس,1,0,0
w033,5,1,5,المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,0
w173,5,1,5,16 نونبر 1955,1,1,0
w172,5,1,5,أكتوبر 1955,1,0,0
w061,5,1,5,13 مايو 1801,1,1,0
w011,5,1,5,المعلومة غير متوفرة في النصوص,0,0,1
w145,5,1,5,توفى باه ديال التهامي الكلاوي سنة 1956. شكون تكلف بيه أخوو المدني الكلاوي من بعد.,1,1,0
w161,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w053,5,1,5,المزة تتكون من 6–8 أنواع من السلطات.,1,1,0
w126,5,1,5,الرمز ديال مدينة سطات هو الحصان.,1,1,0
w107,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w074,5,1,5,المجلس كان مكون من منتخبين مختارين من قبل رؤساء العائلات حسب الانتماء الإثني لكل مجموعة قبيلة.,1,1,0
w114,5,1,5,القصر الصغير على بعد 35 كلم من الطريق الرابطة بين طنجة وتطوان.,1,1,0
w106,5,1,5,تأسس البنك المخزني المغربي سنة 1907 في طنجة شمال المغرب.,1,1,0
w096,5,1,5,مرسوم رقم 2.24.1122,1,1,0
w104,5,1,5,تداخل النزعة الليبرالية مع الاقتصاد الموجّه.,1,1,0
w146,5,1,5,خمسة عشر سنه,1,1,0
w044,5,1,5,المعلومة غير متوفرة في النصوص,0,0,1
w001,5,1,5,593168,1,1,0
w162,5,1,5,45,1,1,0
w193,5,1,5,تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية وتلقب بعاصمة الفضة بسبب شهرتها في إنتاج المجوهرات الفضية.,1,1,0
w017,5,1,5,"88,8٪",1,1,0
w081,5,1,5,ثلاثة نهارات للمحترفين وثلاثة نهارات لعامة الناس.,0,0,0
w103,5,1,5,واد الشارف واد تبودة وادي مسخسخة وادي وزين,1,1,0
w039,5,1,5,الموضوع غير متوفر في النصوص.,0,1,0
w157,5,1,5,مستشفى ومستوصف صحي ودار للولادة.,1,1,0
w177,5,1,5,منتزه NATIONAL إفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطة ميشليفن للتزلج.,1,1,0
w136,5,1,5,67 %,1,1,0
w079,5,1,5,تبعد مدينة الحاجب عن مكناس بمسافة 32 كلم.,1,1,0
w116,5,1,5,استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقادة الجيش كانون Alfonsus V.,1,1,0
w020,5,1,5,مواد التجهيزية ومصادر الطاقة,1,1,0
w015,5,1,5,"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,0
w178,5,1,5,تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,0
w147,5,1,5,تدشن مستشفى القرب بأحفير يوم 25 يوليوز 2024.,1,1,0
w180,5,1,5,تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,0
w066,5,1,5,المعلومة غير متوفرة في النصوص,0,1,1
w085,5,0,5,المشاكل اللي كتعاني منها مدينة مرزوكة هي الغياب المتكرر للأساتذة، ومرافق المدرسة المهمشة، وعدم وجود مدارس إعدادية أو ثانوية، ومشكل النظافة، وقلة الموارد المائية، ونقل المياه الجوفية.,1,0,0
w166,5,1,5,898 هـ,0,0,0
w047,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w105,5,1,5,أرساء الاستقلالية الاقتصادية,1,1,0
w080,5,1,5,المغارة التي تشبه وجه الأسد,1,1,0
w055,5,1,5,المعلومة غير متوفرة في النصوص,1,1,1
w197,5,1,5,المعلومة غير متوفرة في النصوص,0,0,1
w086,5,1,5,فتحت المنطقة الحرة الأطلسية سنة 2012.,1,1,0
w119,5,1,5,مساحة القصبة المخزنية في تزنيت تقدر ب 6704م² وعدد أبراجها 5.,1,1,0
w110,5,1,5,عندما مشى محمد بن عثمان المكناسي لإسبانيا، كان لعقد معاهدة لتجديد الصلح بين المغرب وإسبانيا وإطلاق صراح الأسرى الجزائريين بإسبانيا.,1,1,0
w134,5,1,5,سجلماسة تبنات سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,0
w143,5,1,5,الأيلاني.,1,1,0
w034,5,1,5,وصل إنتاج الطاقة الكهرمائية فـ2004 إلى 2700 مليون كيلواط.,1,1,0
w019,5,1,5,15%,1,1,0
w141,5,1,5,عزيز أخنوش,0,1,0
w124,5,1,5,لقب عاصمة الشاوية,1,1,0
w176,5,1,5,جامعة الأخوين,1,1,0
w064,5,1,5,صناعة الفخار، الدباغة، صياغة الحلي.,1,1,0
w084,5,1,5,السياحة,1,1,0
w149,5,1,5,七年,1,1,0
w101,5,1,5,المعلومة غير متوفرة في النصوص,0,1,1
w156,5,1,5,الأطباء كاينين فالمستشفى ديال جمعة سحيم كاين طبيب واحد.,1,1,0
w073,5,1,5,يوليوز – غشت 1947,1,1,0
w028,5,1,5,طنجة وأكادير والعيون,1,1,0
w185,5,1,5,شرشال,1,1,0
