qid,condition,gold_in_context,answer,faithful,correct,refused
w073,C2_darija_e5,1,يولوز – غشت 1947,1,1,0
w028,C2_darija_e5,1,طنجة وأكادير والعيون,1,1,0
w185,C2_darija_e5,1,شرشال هي المدينة لي دارها يوبا الثاني عاصمة ديال الحكم ديالو.,1,1,0
w113,C2_darija_e5,1,بلدة البهاليل,1,1,0
w052,C2_darija_e5,1,19 ماي 1881م,1,1,0
w175,C2_darija_e5,1,2 مارس 1956,1,1,0
w005,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w030,C2_darija_e5,1,"1,46 مليون طن",1,1,0
w184,C2_darija_e5,1,في القصر، وعاش في كنف الإمبراطور أغسطس.,1,1,0
w100,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w099,C2_darija_e5,1,باب بوجلود هو المدخل الرئيسي ديال فاس البالي.,1,1,0
w132,C2_darija_e5,1,وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,0
w125,C2_darija_e5,1,حوالي 83 كم,1,1,0
w199,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w135,C2_darija_e5,1,من 17% إلى 19%.,1,1,0
w179,C2_darija_e5,1,183,1,1,0
w121,C2_darija_e5,1,نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,0
w035,C2_darija_e5,1,حصة المدارات المسقية فالناتج المحلي الخام بين 7% و10% حسب الحالة المائية للسنة.,1,1,0
w049,C2_darija_e5,1,"من ±0,3٪ إلى ±2,5٪",1,1,0
w170,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w139,C2_darija_e5,1,20 ألف بيزيتا سنويا,1,1,0
w150,C2_darija_e5,1,مدينة أصيلة مشهورة بمعرضها الفني المفتوح وأزقتها البيضاء.,0,0,0
w133,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,1,1
w128,C2_darija_e5,1,البياض شعار الموحدين.,1,1,0
w022,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1
w082,C2_darija_e5,1,الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,0
w078,C2_darija_e5,1,مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,1,0
w010,C2_darija_e5,1,استقر عجز الميزانية عند 3.5% من إجمالي الناتج المحلي في 2017.,0,0,0
w083,C2_darija_e5,1,"مساحة المعرض الدولي للفلاحة بالمغرب تقدر بـ 370,000 m2.",1,1,0
w165,C2_darija_e5,1,محمد توري,1,1,0
w120,C2_darija_e5,1,تنسب إلى القائد الحاحي محمد أغناج.,1,1,0
w090,C2_darija_e5,1,الcommittee's objective is to improve the business environment and investment climate through legal and regulatory framework simplification and coordination with public and private sectors.,1,1,0
w069,C2_darija_e5,0,المعلومة غير متوفرة في النصوص,0,0,1
w054,C2_darija_e5,0,المعلومة غير متوفرة في النصوص,0,0,1
w091,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,1,1
w095,C2_darija_e5,1,2 كم,1,1,0
w042,C2_darija_e5,0,المعلومة غير متوفرة في النصوص,0,0,1
w094,C2_darija_e5,1,نهر السنغال,1,1,0
w117,C2_darija_e5,1,ألبرت حوراني,1,1,0
w200,C2_darija_e5,1,"34,000 رجل",1,1,0
w158,C2_darija_e5,1,ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1,0
w026,C2_darija_e5,1,سنة 2025,1,1,0
w181,C2_darija_e5,1,حوالي 8300 طن في اليوم الواحد.,1,1,0
w148,C2_darija_e5,1,خالد آيت الطالب,1,1,0
w075,C2_darija_e5,1,تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,0
w059,C2_darija_e5,1,البوليساريو اقترحت أن يشارك فقط الصحراويين الذين تم إحصاؤهم من طرف الإدارة الإسبانية عام 1974م.,1,1,0
w153,C2_darija_e5,1,تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,0
w018,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w050,C2_darija_e5,1,خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021.,1,1,0
w093,C2_darija_e5,1,منذ 1960.,1,1,0
w076,C2_darija_e5,1,سنة 1981,1,1,0
w142,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1
w021,C2_darija_e5,1,55.8 %,1,1,0
w097,C2_darija_e5,1,نص [1],1,1,0
w032,C2_darija_e5,1,المتوسط 3.750 دولار أمريكي للفرد,1,1,0
w138,C2_darija_e5,1,مصادر الدخل اللي اعتمدات عليهم جمهورية الريف هي: ضرائب على شكل نقود أو محاصيل، مداخيل الزكاة على شكل نقود أو محاصيل زراعية، غرامات، تبرعات السكان والقبائل، وفداء الأسرى.,1,1,0
w118,C2_darija_e5,1,المحامِك والوزارات والجيش,1,1,0
w012,C2_darija_e5,1,فاتح أبريل 1998,1,1,0
w068,C2_darija_e5,1,مدينة مكناس,1,1,0
w089,C2_darija_e5,1,الجامعة تحدثت اللجنة الوطنية لمناخ الأعمال سنة 2009، ويرأسها رئيس الحكومة.,1,1,0
w092,C2_darija_e5,1,مراكش,1,1,0
w025,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w098,C2_darija_e5,1,المدرسة البوعنانية تبنت في عامي 1350م و1355م.,1,0,0
w183,C2_darija_e5,1,على يد الإمبراطور كلوديوس خمدت ثورة إيديمون.,1,1,0
w191,C2_darija_e5,1,بلاد السيبة وبلاد المخزن,1,1,0
w087,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w182,C2_darija_e5,1,الاتحاد الأوروبي,1,1,0
w040,C2_darija_e5,1,عدد المدارس الابتدائية كانت 435 مدرسة فالموسم الدراسي 2008/2009 فالدار البيضاء.,1,1,0
w169,C2_darija_e5,1,"نحو 2,000 تاجر عربي من القيروان في تونس.",1,1,0
w088,C2_darija_e5,1,مساحة المنطقة الحرة الأطلسية تقارب 500 هكتار.,1,1,0
w186,C2_darija_e5,1,كليباترا سيليني الثانية,1,1,0
w041,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w002,C2_darija_e5,1,طنجة,0,0,0
w072,C2_darija_e5,1,1614 - 1681,1,1,0
w151,C2_darija_e5,1,الاستغلال الذي فرض على الأمازيغ من السيطرة على أراضيهم وفرض السخرة عليهم واستعمال القوة لإخضاعهم.,1,1,0
w115,C2_darija_e5,1,مسجد، وحمام، ومركز تجاري.,1,1,0
w057,C2_darija_e5,1,سعيد العلام,1,1,0
w108,C2_darija_e5,0,الأزمة المغربية الأولى عام 1905 بين فرنسا وألمانيا.,1,1,0
w192,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w167,C2_darija_e5,1,تتواجد مطغرة اليوم بنواحي تلمسان وبين فاس والراشيدية وتوات.,0,0,0
w051,C2_darija_e5,1,ثمانية وعشرين سنة,1,1,0
w144,C2_darija_e5,1,مدينة نفيس,1,1,0
w198,C2_darija_e5,1,بويع ست مرات.,1,1,0
w155,C2_darija_e5,1,أُعلن عن إحداث صندوق محمد السادس للاستثمار في يوليوز 2020.,1,1,0
w130,C2_darija_e5,1,منتصب جهتي الشمال والغرب من السلاسل الجبلية المنتصبة.,1,1,0
w060,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1
w056,C2_darija_e5,1,ترجع النقوش الصخرية ديال السمارة إلى 4000-ق-م 8000-ق.م,1,1,0
w024,C2_darija_e5,1,بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,0
w008,C2_darija_e5,1,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,0
w009,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w109,C2_darija_e5,1,أحمد بن المهدي الغزال,1,1,0
w152,C2_darija_e5,1,تاكفاريناس وأديمون,1,1,0
w023,C2_darija_e5,1,15 يونيو 2004,0,0,0
w140,C2_darija_e5,1,سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,0
w174,C2_darija_e5,0,المعلومة غير متوفرة في النصوص,0,0,1
w027,C2_darija_e5,1,"86,4%",0,0,0
w189,C2_darija_e5,1,"جائزة ""قارئ العام للعالم العربي""",1,1,0
w036,C2_darija_e5,0,المغرب يستورد 40% حتى 60% من حاجياته من الحبوب حسب الحالة المناخية.,1,1,0
w058,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,1,1,1
w063,C2_darija_e5,1,الصناعة التقليدية اللي مشهورة في مركز الريش هي زربية وجلباب.,1,1,0
w071,C2_darija_e5,1,1500 جندي,1,1,0
w190,C2_darija_e5,1,المغاربة تخافوا من هذا القانون لأنADMINISTRATOR المعلومة غير متوفرة في النصوص,1,1,1
w007,C2_darija_e5,1,شكيب بنموسى,1,1,0
w029,C2_darija_e5,1,ساهم مخطط أليوتيس في زيادة الناتج الداخلي الخام لقطاع الصيد البحري من 8.3 إلى 15 مليار درهم ما بين 2007 و2015.,1,1,0
w164,C2_darija_e5,1,طنجة,1,0,0
w067,C5_darija_reranked,1,1600 طن,1,1,0
w188,C5_darija_reranked,1,ساعتين و11 دقيقة و34 ثانية,1,1,0
w102,C5_darija_reranked,1,تفوق 39.6 درجة,1,1,0
w194,C5_darija_reranked,1,لا زنينية,1,1,0
w112,C5_darija_reranked,1,كانوا ساكنين في قصور جانب أودية المدينة.,0,0,0
w122,C5_darija_reranked,1,وفرة سمك الشابل والتون في أزمور والإقبال الأوروبي على شرائه كان سبباً مباشراً في استعجال احتلالها من طرف البرتغاليين.,1,1,0
w014,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w003,C5_darija_reranked,1,"13,6%",0,0,0
w065,C5_darija_reranked,1,عاشو في جماعات منعزلة ومغلقة، كل قبيلة كيان مستقل دون علاقات واضحة مع القبائل المجاورة.,1,1,0
w045,C5_darija_reranked,1,لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا,1,1,0
w137,C5_darija_reranked,1,100 درهم,1,1,0
w171,C5_darija_reranked,1,-Smithiya li hayy tajareen jao min el qirawn ithaqa jami'a fi shuyub il-nahr fi madinatun taniya.,0,0,0
w129,C5_darija_reranked,0,المعلومة غير متوفرة في النصوص,1,0,1
w077,C5_darija_reranked,1,سلالة مكناس,1,1,0
w159,C5_darija_reranked,0,ثقل الأعباء الطاقية والمديونية العمومية,0,0,0
w168,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1
w046,C5_darija_reranked,1,وصل عدد الجماعات في المغرب فـ2009 إلى 1503 جماعة.,1,1,0
w131,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w031,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w004,C5_darija_reranked,1,"ارتفعت النسبة من 2,8% في 2010 إلى 8,1% في 2015.",1,1,0
w160,C5_darija_reranked,1,وصل عدد المنشورات بالعربية في الموسم 2018-2019 إلى 3312 منشورًا.,1,1,0
w016,C5_darija_reranked,1,"انخفض تدريجياً من 2,6% إلى 0,85%.",1,1,0
w043,C5_darija_reranked,1,"وصل عدد سكان جماعة خنيفرة فـ2024 إلى 242,376 نسمة.",0,0,0
w127,C5_darija_reranked,1,altura سطات على سطح البحر هي 370 مترا.,1,1,0
w187,C5_darija_reranked,1,حكم بطليموس الموريطاني من 23 حتى 40 ميلادية.,1,1,0
w163,C5_darija_reranked,1,5 ديسمبر 1952,1,1,0
w048,C5_darija_reranked,1,تساهم في 75% من الصادرات الفلاحية.,1,1,0
w111,C5_darija_reranked,1,أصفراو تعني المنطقة المقعرة بالأمازيغية.,0,1,0
w006,C5_darija_reranked,1,استقر عند 12.8%.,1,1,0
w195,C5_darija_reranked,1,مهام الهيئة المغربية لسوق الرساميل تتضمن حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، تعزيز الثقافة المالية.,1,1,0
w038,C5_darija_reranked,1,16289 نسمة,1,1,0
w123,C5_darija_reranked,1,سنة 1476,1,1,0
w013,C5_darija_reranked,1,حتى 31 دجنبر 2011.,1,1,0
w037,C5_darija_reranked,0,90% من جملة السكان المشتغلين بالزراعة,0,0,0
w154,C5_darija_reranked,1,المقر الرئيسي لصندوق محمد السادس للاستثمار في مدينة الرباط.,1,1,0
w070,C5_darija_reranked,1,سان ميغيل دي أولطرامار,1,1,0
w062,C5_darija_reranked,1,湯姆اس جي弗سون,1,1,0
w196,C5_darija_reranked,1,الملك محمد السادس,1,0,0
w033,C5_darija_reranked,1,المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,0
w173,C5_darija_reranked,1,16 نونبر 1955,1,1,0
w172,C5_darija_reranked,1,أكتوبر 1955,1,0,0
w061,C5_darija_reranked,1,13 مايو 1801,1,1,0
w011,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1
w145,C5_darija_reranked,1,توفى باه ديال التهامي الكلاوي سنة 1956. شكون تكلف بيه أخوو المدني الكلاوي من بعد.,1,1,0
w161,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w053,C5_darija_reranked,1,المزة تتكون من 6–8 أنواع من السلطات.,1,1,0
w126,C5_darija_reranked,1,الرمز ديال مدينة سطات هو الحصان.,1,1,0
w107,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w074,C5_darija_reranked,1,المجلس كان مكون من منتخبين مختارين من قبل رؤساء العائلات حسب الانتماء الإثني لكل مجموعة قبيلة.,1,1,0
w114,C5_darija_reranked,1,القصر الصغير على بعد 35 كلم من الطريق الرابطة بين طنجة وتطوان.,1,1,0
w106,C5_darija_reranked,1,تأسس البنك المخزني المغربي سنة 1907 في طنجة شمال المغرب.,1,1,0
w096,C5_darija_reranked,1,مرسوم رقم 2.24.1122,1,1,0
w104,C5_darija_reranked,1,تداخل النزعة الليبرالية مع الاقتصاد الموجّه.,1,1,0
w146,C5_darija_reranked,1,خمسة عشر سنه,1,1,0
w044,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1
w001,C5_darija_reranked,1,593168,1,1,0
w162,C5_darija_reranked,1,45,1,1,0
w193,C5_darija_reranked,1,تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية وتلقب بعاصمة الفضة بسبب شهرتها في إنتاج المجوهرات الفضية.,1,1,0
w017,C5_darija_reranked,1,"88,8٪",1,1,0
w081,C5_darija_reranked,1,ثلاثة نهارات للمحترفين وثلاثة نهارات لعامة الناس.,0,0,0
w103,C5_darija_reranked,1,واد الشارف واد تبودة وادي مسخسخة وادي وزين,1,1,0
w039,C5_darija_reranked,1,الموضوع غير متوفر في النصوص.,0,1,0
w157,C5_darija_reranked,1,مستشفى ومستوصف صحي ودار للولادة.,1,1,0
w177,C5_darija_reranked,1,منتزه NATIONAL إفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطة ميشليفن للتزلج.,1,1,0
w136,C5_darija_reranked,1,67 %,1,1,0
w079,C5_darija_reranked,1,تبعد مدينة الحاجب عن مكناس بمسافة 32 كلم.,1,1,0
w116,C5_darija_reranked,1,استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقادة الجيش كانون Alfonsus V.,1,1,0
w020,C5_darija_reranked,1,مواد التجهيزية ومصادر الطاقة,1,1,0
w015,C5_darija_reranked,1,"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,0
w178,C5_darija_reranked,1,تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,0
w147,C5_darija_reranked,1,تدشن مستشفى القرب بأحفير يوم 25 يوليوز 2024.,1,1,0
w180,C5_darija_reranked,1,تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,0
w066,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,1,1
w085,C5_darija_reranked,0,المشاكل اللي كتعاني منها مدينة مرزوكة هي الغياب المتكرر للأساتذة، ومرافق المدرسة المهمشة، وعدم وجود مدارس إعدادية أو ثانوية، ومشكل النظافة، وقلة الموارد المائية، ونقل المياه الجوفية.,1,0,0
w166,C5_darija_reranked,1,898 هـ,0,0,0
w047,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w105,C5_darija_reranked,1,أرساء الاستقلالية الاقتصادية,1,1,0
w080,C5_darija_reranked,1,المغارة التي تشبه وجه الأسد,1,1,0
w055,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w197,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,0,1
w086,C5_darija_reranked,1,فتحت المنطقة الحرة الأطلسية سنة 2012.,1,1,0
w119,C5_darija_reranked,1,مساحة القصبة المخزنية في تزنيت تقدر ب 6704م² وعدد أبراجها 5.,1,1,0
w110,C5_darija_reranked,1,عندما مشى محمد بن عثمان المكناسي لإسبانيا، كان لعقد معاهدة لتجديد الصلح بين المغرب وإسبانيا وإطلاق صراح الأسرى الجزائريين بإسبانيا.,1,1,0
w134,C5_darija_reranked,1,سجلماسة تبنات سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,0
w143,C5_darija_reranked,1,الأيلاني.,1,1,0
w034,C5_darija_reranked,1,وصل إنتاج الطاقة الكهرمائية فـ2004 إلى 2700 مليون كيلواط.,1,1,0
w019,C5_darija_reranked,1,15%,1,1,0
w141,C5_darija_reranked,1,عزيز أخنوش,0,1,0
w124,C5_darija_reranked,1,لقب عاصمة الشاوية,1,1,0
w176,C5_darija_reranked,1,جامعة الأخوين,1,1,0
w064,C5_darija_reranked,1,صناعة الفخار، الدباغة، صياغة الحلي.,1,1,0
w084,C5_darija_reranked,1,السياحة,1,1,0
w149,C5_darija_reranked,1,七年,1,1,0
w101,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,1,1
w156,C5_darija_reranked,1,الأطباء كاينين فالمستشفى ديال جمعة سحيم كاين طبيب واحد.,1,1,0
w073,C5_darija_reranked,1,يوليوز – غشت 1947,1,1,0
w028,C5_darija_reranked,1,طنجة وأكادير والعيون,1,1,0
w185,C5_darija_reranked,1,شرشال,1,1,0
w113,C5_darija_reranked,1,البهاليل,1,1,0
w052,C5_darija_reranked,1,19 ماي 1881م,1,1,0
w175,C5_darija_reranked,1,2 مارس 1956,1,1,0
w005,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w030,C5_darija_reranked,1,"1,46 مليون طن",1,1,0
w184,C5_darija_reranked,1,في روما,1,1,0
w100,C5_darija_reranked,1,المقاعد تتسع لـ 167 شخصا.,1,1,0
w099,C5_darija_reranked,1,باب القصبة,0,0,0
w132,C5_darija_reranked,1,وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,0
w125,C5_darija_reranked,1,83 كم,1,1,0
w199,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w135,C5_darija_reranked,1,من 17% إلى 19%.,1,1,0
w179,C5_darija_reranked,1,183,1,1,0
w121,C5_darija_reranked,1,نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,0
w035,C5_darija_reranked,1,المدارات المسقية تبلغ حصة بين 7% و10% فالناتج المحلي الخام حسب الحالة المائية للسنة.,1,1,0
w049,C5_darija_reranked,1,من ±0.3% إلى ±2.5%.,1,1,0
w170,C5_darija_reranked,0,المعلومة غير متوفرة في النصوص,0,0,1
w139,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w150,C5_darija_reranked,1,أحمد عبد السلام البقالي,1,1,0
w133,C5_darija_reranked,1,مدينة القيروان,1,1,0
w128,C5_darija_reranked,1,البياض,1,1,0
w022,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w082,C5_darija_reranked,1,الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,0
w078,C5_darija_reranked,1,1200 متر,1,1,0
w010,C5_darija_reranked,1,نقص عجز الميزانية من الناتج المحلي فـ2017 بنسبة 0.1%.,1,0,0
w083,C5_darija_reranked,1,"مساحة المعرض الدولي للفلاحة بالمغرب تبلغ 370,000 m2.",1,1,0
w165,C5_darija_reranked,1,محمد توري,1,1,0
w120,C5_darija_reranked,1,تنسب إلى القائد الحاحي محمد أغناج.,1,1,0
w090,C5_darija_reranked,1,"الcommittee's objective is to propose measures aimed at improving the legal and regulatory framework for business, coordinate their implementation, and evaluate their impact on relevant sectors.",1,1,0
w069,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w054,C5_darija_reranked,0,المعلومة غير متوفرة في النصوص,0,0,1
w091,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,0,1,1
w095,C5_darija_reranked,1,2 كم,1,1,0
w042,C5_darija_reranked,1,الصين,1,1,0
w094,C5_darija_reranked,1,Shenquit,1,1,0
w117,C5_darija_reranked,1,ألبرت حوراني,1,1,0
w200,C5_darija_reranked,1,"34,000 رجل",1,1,0
w158,C5_darija_reranked,1,ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1,0
w026,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w181,C5_darija_reranked,1,حوالي 8300 طن في اليوم الواحد.,1,1,0
w148,C5_darija_reranked,1,خالد آيت الطالب شكون لي شرف على حفل تدشين مستشفى القرب لأحفير.,1,1,0
w075,C5_darija_reranked,1,تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,0
w059,C5_darija_reranked,1,البوليساريو اقترحت إقحام فقط الصحراويين الذين تم إحصاؤهم من طرف الإدارة الإسبانية عام 1974م.,1,1,0
w153,C5_darija_reranked,1,تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,0
w018,C5_darija_reranked,1,يمثل الإنتاج الوطني من الطاقة حوالي 8% من الحاجيات ديال البلاد.,0,0,0
w050,C5_darija_reranked,1,خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021.,1,1,0
w093,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w076,C5_darija_reranked,1,سنة 1981,1,1,0
w142,C5_darija_reranked,1,عبد الوافي لفتيت,1,1,0
w021,C5_darija_reranked,1,55.8 %,1,1,0
w097,C5_darija_reranked,1,نص [1],1,1,0
w032,C5_darija_reranked,1,بلغ الناتج المحلي الإجمالي للفرد 3.750 دولار أمريكي حسب تقديرات صندوق النقد الدولي لسنة 2023.,1,1,0
w138,C5_darija_reranked,1,مصادر الدخل اللي اعتمدات عليهم جمهورية الريف هي: الضرائب، الزكاة، الغرامات، التبرعات، وفداء الأسرى.,1,1,0
w118,C5_darija_reranked,1,المحامِك والوزارات والجيش,1,1,0
w012,C5_darija_reranked,1,فاتح أبريل 1998,1,1,0
w068,C5_darija_reranked,1,مدينة مكناس,1,1,0
w089,C5_darija_reranked,1,اللجنة الوطنية لمناخ الأعمال أُحدثت سنة 2009 ويرأسها رئيس الحكومة.,1,1,0
w092,C5_darija_reranked,1,مراكش,1,1,0
w025,C5_darija_reranked,1,نسيج وصناعة السيارات,0,0,0
w098,C5_darija_reranked,1,المدرسة البوعنانية تبنت في فاس بين عامي 1350م و1355م.,1,1,0
w183,C5_darija_reranked,1,Claudius,1,1,0
w191,C5_darija_reranked,1,عالم العرب المغاربة وعالم البربر,0,0,0
w087,C5_darija_reranked,1,على بعد حوالي 120 كيلومترًا.,1,1,0
w182,C5_darija_reranked,1,الاتحاد الأوروبي,1,1,0
w040,C5_darija_reranked,1,عدد المدارس الابتدائية في الدار البيضاء للموسم الدراسي 2008/2009 هو 435 مدرسة.,1,1,0
w169,C5_darija_reranked,1,"استقبل السلطان ففاس نحو 2,000 من التجار العرب القادمين من القيروان في تونس.",1,1,0
w088,C5_darija_reranked,1,تقدر المساحة بالحوتاهات بحوالي 500 هكتار.,1,1,0
w186,C5_darija_reranked,1,كليباترا سيليني الثانية,1,1,0
w041,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w002,C5_darija_reranked,1,طنجة,1,1,0
w072,C5_darija_reranked,1,1614 و1681,1,1,0
w151,C5_darija_reranked,1,الاستغلال الذي فرض على الأمازيغ من السيطرة على أراضيهم الفلاحية، وفرض السخرة عليهم، واستخدام القوة لإخضاعهم.,1,1,0
w115,C5_darija_reranked,1,مسجد، وحمام، ومركز تجاري.,1,1,0
w057,C5_darija_reranked,1,سعيد العلام,1,1,0
w108,C5_darija_reranked,1,تجريد الدولة المغربية من سلطة الإصدار النقدي وإنشاء بنك مخزني له حصرية الإصدار النقدي.,0,0,0
w192,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w167,C5_darija_reranked,1,كانوا يسكنون في مواطن شاسعة ومتنوعة، من التلال والجبال إلى الواحات والقصور الصحراوية، ومنطقة جنوب فاس وضواحي تاهلة وفاس والراشيدية وتوات وتلمسان.,1,1,0
w051,C5_darija_reranked,1,ثمانية وعشرين سنة,1,1,0
w144,C5_darija_reranked,1,مدينة نفيس,1,1,0
w198,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w155,C5_darija_reranked,1,أعلن عن صندوق محمد السادس للاستثمار في يوليوز 2020.,1,0,0
w130,C5_darija_reranked,1,الجبال المجاورة من الشمال والغرب.,1,1,0
w060,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,0,1
w056,C5_darija_reranked,1,رجعت النقوش الصخرية إلى 4000-ق-م 8000-ق.م,1,1,0
w024,C5_darija_reranked,1,بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,0
w008,C5_darija_reranked,1,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,0
w009,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,1,1
w109,C5_darija_reranked,1,أحمد بن المهدي الغزال,1,1,0
w152,C5_darija_reranked,1,تاكفاريناس وأديمون,1,1,0
w023,C5_darija_reranked,1,15 يونيو 2004,1,0,0
w140,C5_darija_reranked,1,سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,0
w174,C5_darija_reranked,0,المعلومة غير متوفرة في النصوص,0,0,1
w027,C5_darija_reranked,1,"86,4%",0,0,0
w189,C5_darija_reranked,1,"جائزة ""قارئ العام للعالم العربي"".",1,1,0
w036,C5_darija_reranked,0,المغرب يستورد 40% حتى 60% من حاجيات الحبوب حسب الحالة المناخية.,1,1,0
w058,C5_darija_reranked,1,المعلومة غير متوفرة في النصوص,1,0,1
w063,C5_darija_reranked,1,الصناعة التقليدية اللي مشهورة في مركز الريش هي الزربية و الجلباب.,1,1,0
w071,C5_darija_reranked,1,1500 جندي,1,1,0
w190,C5_darija_reranked,1,المغاربة تخافوا من هذا القانون لأن الإدارة الفرنسية رجعت به إلى آيديولوجيا تقسيم المغرب إلى عالمين متمايزين ومنفصلين، وهو ما كان يروج له الفرنسيون قبل الاستعمار.,1,1,0
w007,C5_darija_reranked,1,شكيب بنموسى,1,1,0
w029,C5_darija_reranked,1,ساهم مخطط أليوتيس بشكل ملحوظ في تحديث قطاع الصيد البحري، حيث إنتقل الناتج الداخلي الخام لقطاع الصيد البحري بين سنتي 2007 و 2015 من 8.3 إلى 15 مليار درهم.,1,1,0
w164,C5_darija_reranked,1,طنجة,1,0,0
w067,C4_oracle,1,1600طن,1,1,0
