qid,condition,gold_in_context,answer,faithful,correct,judge_parsed,judge_raw,refused
w088,C1_msa_e5,1,مساحة المنطقة الحرة الأطلسية تقدر بحوالي 500 هكتار.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w186,C1_msa_e5,1,والدة بطليموس الموريطاني هي كليوباترا سيليني الثانية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w041,C1_msa_e5,1,75%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w002,C1_msa_e5,1,مصنع رينو-نيسان في المغرب يقع في طنجة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w072,C1_msa_e5,1,بين 67 سنوات، من 1614 إلى 1681.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w151,C1_msa_e5,1,الاستغلال الذي فرض على الأمازيغ، مثل السيطرة على أجود الأراضي الفلاحية، وفرض السخرة على السكان، واستعمال القوة في إخضاعهم، كانت الأسباب التي دفعت الأمازيغ إلى مقاومة الرومان.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w115,C1_msa_e5,1,القصر الصغير يزخر ببقايا أثرية تتمثل في مسجد، وحمام، ومركز تجاري، ويعود تاريخها إلى فترات تاريخية تمتد من القرن 12 الميلادي إلى غاية القرن 14 الميلادي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w057,C1_msa_e5,1,سعيد العلام,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w108,C1_msa_e5,0,السبب الرئيسي لتنظيم مؤتمر الجزيرة الخضراء سنة 1906 كان تسوية الأزمة المغربية الأولى بين فرنسا وألمانيا، حيث ردت ألمانيا على جهود فرنسا لإنشاء محمية على دولة المغرب المستقلة.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w192,C1_msa_e5,1,تزنيت تبعد عن الرباط 690 كلم وعن أكادير 90 كلم.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w167,C1_msa_e5,1,مواطن قبيلة مطغرة تمتد على مساحات شاسعة ومتنوعة، من التلال والجبال إلى الواحات والقصور الصحراوية.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w051,C1_msa_e5,1,ثورة الشيخ بوعمامة دامت ثمانية وعشرون سنة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w144,C1_msa_e5,1,نشأ الأيلاني بمدينة نفيس، التي كانت آنذاك مركزًا علميًا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w198,C1_msa_e5,1,ستة مرات,0,0,1,"مدعوم: لا  
مطابق: لا",0
w155,C1_msa_e5,1,في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w130,C1_msa_e5,1,موقع تاوريرت بين السلاسل الجبلية المذكورة المنتصبة من جهتي الشمال والغرب، والتي تقف كحاجز أمام تسرب الكتل الهوائية الرطبة نحو الداخل.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w060,C1_msa_e5,1,السلطات الإسبانية رحلت القبائل الصحراوية إلى إقليم واد نون في المغرب سنة 1969.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w056,C1_msa_e5,1,منذ 4000-ق-م إلى 8000-ق-م,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w024,C1_msa_e5,1,%122,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w008,C1_msa_e5,1,المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي بين 2014 و2024.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w009,C1_msa_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w109,C1_msa_e5,1,السفير الثاني الذي زار الأسكوريال هو أحمد بن المهدي الغزال.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w152,C1_msa_e5,1,أبرز زعماء المقاومة الأمازيغية ضد الرومان هم تاكفاريناس وأيديمون.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w023,C1_msa_e5,1,Agreement التجارة الحرة بين المغرب والولايات المتحدة وقعت يوم 15 يونيو 2004.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w140,C1_msa_e5,1,حكومة الريف اتبعت سياسة سحب الأراضي الزراعية من من يتهاون في زرعها للمحافظة على الإنتاج.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w174,C1_msa_e5,1,أهداف حرب المدن استهدفت استهداف القطارات، ومكاتب البريد، وثكنات الشرطة الاستعمارية، ومصالح المستوطنين الفرنسيين.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w027,C1_msa_e5,1,80% من الفحم يستخدم في توليد الكهرباء بالمغرب.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w189,C1_msa_e5,1,"مريم بوعود فازت بجائزة ""قارئ العام للعالم العربي"" في مسابقة أقرأ.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w036,C1_msa_e5,1,40% حتى 60% حسب الحالة المناخية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w058,C1_msa_e5,1,فازت رواية عذراء غرناطة بجائزة كتارا للرواية العربية في سنة 2020.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w063,C1_msa_e5,1,الصناعات التقليدية التي يتميز بها مركز الريش هي الزربية والجلباب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w071,C1_msa_e5,1,1500 جندي ثبت الإسبان في حامية المهدية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w190,C1_msa_e5,1,تخوف المغاربة من القانون التشريعي الفرنسي因其可能将 Morocco 分割成两个截然不同的世界，一个以阿拉伯语为主，另一个仅使用阿非利加语（Amazigh），这加剧了民族间的隔阂和对立。,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w007,C1_msa_e5,1,شكيب بنموسى,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w029,C1_msa_e5,1,总产值 الداخلي الخام لقطاع الصيد البحري ارتفع من 8.3 مليار درهم في 2007 إلى 15 مليار درهم في 2015.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w164,C1_msa_e5,1,السلطان محمد الخامس عاد إلى الدار البيضاء ليؤيد الضحايا وعائلاتهم، ثم دعا إلى إضراب عام، وذهب لطنجة ليلقي خطابه طلباً للاستقلال.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w067,C2_darija_e5,1,وحدة التبريد تصل سعتها إلى 1600 طن لتزويد الفنادق السياحية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w188,C2_darija_e5,1,ساعتين و11 دقيقة و34 ثانية,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w102,C2_darija_e5,1,темперatures تفوق 39.6 درجة في فصل الصيف.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w194,C2_darija_e5,1,حسب الاعتقاد، تزنيت تُنسب لامرأة اسمها للا زنينية التي كانت تعيش في تلك البقعة القاحلة وتضرعت إلى الله.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w112,C2_darija_e5,1,كان أول ساكنين لصفرو قبيلة أهل صفرو، وهي قبيلة أمازيغية يهودية اعتنقت الإسلام.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w122,C2_darija_e5,1,وفقاً لمارمول كربخال، استعجل البرتغاليون احتلال أزمور بسبب وفرة سمك الشابل والتون في المدينة، وإقبال الأوروبيين على شرائه.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w014,C2_darija_e5,0,"وصل عدد الساكنة بالمغرب في 2024 إلى 31,270,000 نسمة حسب إحصاء عام 2024.",0,0,1,"مدعوم: لا  
مطابق: لا",0
w003,C2_darija_e5,1,22%,0,0,1,"مدعوم: لا  
مطابق: لا",0
w065,C2_darija_e5,1,الأمازيغ في منطقة الأطلس المتوسط عاشوا في جماعات منعزلة ومغلقة، دون علاقات واضحة مع القبائل المجاورة، وظلوا بعيدين عن الاحتكاك بالحضارات المتعاقبة على منطقة المغرب الكبير.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w045,C2_darija_e5,1,لتشجيع الاستثمارات والصادرات، والمساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w137,C2_darija_e5,1,رسوم تفرض على المواطنين الذين كانوا يلجؤون إلى سبتة ومليلية، وبلغت الرسوم في الناضور 100 درهم للراجلين و 500 درهم للسيارات.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w171,C2_darija_e5,1,حي القيروانيين سمي بهذا الاسم لي استقر فيه التجار القادمون من القيروان في تونس.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w129,C2_darija_e5,0,كان المرابطين يستعملون اللون الكحل في راياتهم باعترافهم الاسمي بشرعية الخلافة العباسية.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w077,C2_darija_e5,1,سلالة مكناس هي مخصصة لإنتاج الحليب بلا منازع.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w159,C2_darija_e5,0,المشكل الأساسي في قطاع الصناعة المغربي هو الاعتماد الزائد على صادرات الفوسفاط، والتي تشكل أهم مورد معدني للمغرب، مما يجعله معرضاً للصدمات العالمية لأسعار هذه السلع.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w168,C2_darija_e5,0,ميناء فيكتوريا,0,0,1,"مدعوم: لا  
مطابق: لا",0
w046,C2_darija_e5,1,عدد الجماعات في المغرب وصل إلى 1503 جماعات في عام 2009.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w131,C2_darija_e5,0,الناس في تاوريرت تعتمد أساسا على مهاجرين بالخارج الذين يعودون مع بداية الصيف لدعم اقتصادها.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w031,C2_darija_e5,1,قطاع الخدمات يساهم بنسبة 56.5% في الناتج المحلي الإجمالي للبلاد في 2017.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w004,C2_darija_e5,1,"تزايدت نسبة الاعتماد على الطاقة الريحية في المغرب من %2,8 في عام 2010 إلى %8,1 في عام 2015.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w160,C2_darija_e5,1,وصل عدد المنشورات بالعربية في الموسم 2018-2019 إلى 3312 منشورًا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w016,C2_darija_e5,1,"عدد سكان المغرب تضاعف تقريباً من 11,6 مليون نسمة في 1960 إلى حوالي 36,8 مليون نسمة في 2024، مما يعني زيادة بنسبة 2.2 مرات خلال العقود الـ68 الماضية.",0,0,1,"مدعوم: لا  
مطابق: لا",0
w043,C2_darija_e5,1,"وصل عدد سكان جماعة خنيفرة في 2024 إلى 123,738 نسمة.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w127,C2_darija_e5,1,ارتفاع سطات عن سطح البحر حوالي 370 مترا.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w187,C2_darija_e5,1,حكم بطليموس الموريطاني من 33 حتى 40 ميلادية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w163,C2_darija_e5,1,فرحات حشاد اغتيل في 5 ديسمبر 1952 في تونس العاصمة.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w048,C2_darija_e5,1,الزراعة المسقية تسهم في 75% من الصادرات الفلاحية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w111,C2_darija_e5,1,أصفراو تعني المنطقة المقعرة في اللغة الأمازيغية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w006,C2_darija_e5,1,12.8%,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w195,C2_darija_e5,1,الهيئة المغربية لسوق الرساميل تتولى حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، وتعزيز الثقافة المالية. وتشرف على جميع أسواق الرساميل.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w038,C2_darija_e5,1,عدد سكان عين بني مطهر في عام 2014 وصل إلى 16289 نسمة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w123,C2_darija_e5,1,1476,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w013,C2_darija_e5,1,حتى 31 ديسمبر 2011,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w037,C2_darija_e5,0,حوالي 34% من مجموع القوى العاملة في المغرب يستوعب النشاط الزراعي.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w154,C2_darija_e5,1,المقر الرئيسي لصندوق محمد السادس للاستثمار يقع في مدينة الرباط.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w070,C2_darija_e5,0,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w062,C2_darija_e5,1,فأحد الخامس عشر من فبراير 1801 بدأ عهد توماس جيفرسون في الولايات المتحدة بأول خطوة نحو الحرب الأمريكية في ساحل البحر المتوسط.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w196,C2_darija_e5,1,الملك محمد السادس يعين رئيس الهيئة المغربية لسوق الرساميل.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w033,C2_darija_e5,1,المغرب يحتل المرتبة 107 في إنتاجية اليد العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w173,C2_darija_e5,0,16 نونبر 1955,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w172,C2_darija_e5,1,أكتوبر 1955: الانتقال من العمل الفدائي الفردي إلى القتال المنظم الشامل بالإعلان الرسمي عن تأسيس جيش التحرير المغربي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w061,C2_darija_e5,1,أرسلت الولايات المتحدة في مايو 1801 أسطولاً بحرياً مكوناً من فرقاطتين لبدء الحرب.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w011,C2_darija_e5,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w145,C2_darija_e5,0,توفي التهامي الكلاوي يوم الاثنين من سنة 1956م على الساعة الواحدة بعد الظهر، ودفن صباح الثلاثاء بضريح ابن سليمان الجزولي، وحضر جنازته وفد من الحكومة المغربية برئاسة الوزير لحسن اليوسي مبعوث الملك محمد الخامس.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w161,C2_darija_e5,1,آلة الكمبري تصنع في المغرب من الخشب وجِلد الإبل أو جِلد الماعز.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w053,C2_darija_e5,0,السلطة في المطبخ اليهودي المغربي تستخدم طيفًا واسعًا من الخضروات، منها البطاطس والقرع والجزر والبصل الأخضر والبصل والفول والبازلاء والشمر والكرفس والخرشوف والباذنجان والطماطم والقرنبيط والفاصوليا الخضراء والبيضاء والفلفل الحلو والحار والكوسا والزيتون.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w126,C2_darija_e5,1,الرمز المميز لمدينة سطات هو الحصان الذي يتواجد في قلب المدينة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w107,C2_darija_e5,1,1959,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w074,C2_darija_e5,0,قبائل سكان المغرب الأصليون مثل قبائل زناتة ومديونة كانت مكونة الجماعة في مدينة جرادة.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w114,C2_darija_e5,1,القصر الصغير على بعد 35 كلم من الطريق التي تربط بين طنجة وتطوان.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w106,C2_darija_e5,1,1907 في طنجة شمال المغرب.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w096,C2_darija_e5,1,مرسوم 2.24.1122 في 26 ديسمبر 2024,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w104,C2_darija_e5,1,خلال الفترة بين 1956 و1982، اتسم الاقتصاد المغربي بنموذج اقتصادي مختلط، تداخل فيه الاختيار الليبرالي مع الاقتصاد الموجّه، مع إجراءات حكومية واسعة في السياسات الاقتصادية والاجتماعية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w146,C2_darija_e5,1,1886,0,0,1,"مدعوم: لا  
مطابق: لا",0
w044,C2_darija_e5,1,نسبة الفئة العمرية أقل من 15 عامًا في إقليم خنيفرة تشكل 24.5% من السكان.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w001,C2_darija_e5,1,168000 سيارة جديدة تباع سنوياً في المغرب في عام 2017.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w162,C2_darija_e5,1,45 منشورًا,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w193,C2_darija_e5,1,"تعاقب تزنيت على صناعة المجوهرات الفضية منذ القدم، مما أدى إلى تلقيها للاسماك اللامعة بـ ""عاصمة الفضة"".",0,0,1,"مدعوم: لا  
مطابق: لا",0
w017,C2_darija_e5,1,"%f80,4 من استهلاك الطاقة الأولية في 2015 كان من الطاقات الأحفورية.",0,0,1,"مدعوم: لا  
مطابق: لا",0
w081,C2_darija_e5,1,النهاية المعرض الدولي للفلاحة بالمغرب تقام فيها النهارات لمدة 6 أيام في مكناس، المغرب.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w103,C2_darija_e5,1,أبرز الوديان في عين بني مطهر هي واد الشارف واد تبودة وادي مسخسخة وادي وزين.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w039,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w157,C2_darija_e5,1,المستشفى وأخصائي واحد، مستوصف صحي، دار للولادة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w177,C2_darija_e5,1,الموارد السياحية في إفران تعتمد على مجموعة من الموارد الطبيعية والترفيهية، مثل المنتزه الوطني لإفران، والبحيرات والمصادر والشلالات والمجالات الغابوية، فضلًا عن محطة ميشليفن للتزلج.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w136,C2_darija_e5,1,زادت أسعار الزبدة بنسبة 67% في 1983.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w079,C2_darija_e5,1,مدينة الحاجب تبعد عن مكناس مسافة 32 كلم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w116,C2_darija_e5,1,23 أكتوبر 1458م، استولى الجيش البرتغالي بقيادة الملك ألفonso الخامس على القصر الصغير.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w020,C2_darija_e5,1,المواد التجهيزية ومصادر الطاقة والمواد الغذائية تشكل الواردات المغربية أساساً.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w015,C2_darija_e5,1,"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w178,C2_darija_e5,1,تم تأسيس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w147,C2_darija_e5,1,مستشفى القرب بأحفير تم تدشينه يوم 25 يوليوز 2024.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w180,C2_darija_e5,1,أغلب وحدات صناعة التجميد ت集中在 في جنوب المغرب، بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w066,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: لا  
مطابق: نعم",1
w085,C2_darija_e5,0,مشكلة النظافة، قلة التوعية، قلة الموارد المائية، تدهور غابات النخيل، قلة الخصوبة.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w166,C2_darija_e5,1,دار أسكيا أنشئت في عهد حكم أسكيا محمد، وازداد إنتاج العملات بشكل كبير تحت حكم أسكيا علي.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w047,C2_darija_e5,1,1050000 هكتار,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w105,C2_darija_e5,1,أولى الأوراش الاقتصادية لأول الحكومات المغربية (حكومات البكاي وعبد الله إبراهيم) كانت إرساء الاستقلالية الاقتصادية، وذلك عبر إصدار العملة الوطنية، وخلق مؤسسات الوصاية والتوجيه الاقتصادي، وإرساء نظام بنكي عصري.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w080,C2_darija_e5,1,"مغارة ""إيفري عمرو موسى"" هي أشهر مغارة في مدينة الحاجب.",0,0,1,"مدعوم: لا  
مطابق: لا",0
w055,C2_darija_e5,1,المواقع التي توجد فيها النقوش الصخرية في إقليم السمارة هي السمارة، أم العلق، كارة، وتيونزوين.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w197,C2_darija_e5,1,سبعة سلاطين من أبناء المولى إسماعيل حكموا خلال الفترة بين 1727 و1757م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w086,C2_darija_e5,1,تم فتحة المنطقة الحرة الأطلسية سنة 2012.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w119,C2_darija_e5,1,مساحة القصبة المخزنية بزنيت 6704 م²، وتبلغ عدد أبراجها 5 أبراج.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w110,C2_darija_e5,1,محمد بن عثمان المكناسي سافر إلى إسبانيا كسفير للسلطان محمد الثالث لتجديد الصلح بين البلدين و签订 معاهدة جديدة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w134,C2_darija_e5,1,سجلماسة بنيت سنة 140 هـ/757م من قبل عيسى بن يزيد الأسود.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w143,C2_darija_e5,1,نشأ الأيلاني بمدينة نفيس، التي كانت آنذاك مركزًا علميًا في نفيس.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w034,C2_darija_e5,1,وصل إنتاج الطاقة الكهرمائية إلى 2700 مليون كيلواط في 2004.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w019,C2_darija_e5,1,52%,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w141,C2_darija_e5,1,عزيز أخنوش,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w124,C2_darija_e5,1,"لقب إلزامي يطلق على مدينة سطات هو ""عاصمة الشاوية"".",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w176,C2_darija_e5,1,جامعة الأخوين تأسست في إفران عام 1993.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w064,C2_darija_e5,1,صناعة الفخار، الدباغة، صياغة الحلي.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w084,C2_darija_e5,0,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w149,C2_darija_e5,1,سبعة سنوات.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w101,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w156,C2_darija_e5,1,يوجد في المستشفى بمدينة جمعة سحيم طبيب واحد.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w073,C2_darija_e5,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w028,C2_darija_e5,1,الأقطاب التنافسية الثلاثة خلقها مخطط أليوتيس في مدن طنجة وأكادير والعيون.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w185,C2_darija_e5,1,شعبة يوبا الثاني كانت عاصمة لحكمه وكانت تسمى شرشال.,0,1,1,"مدعوم: لا  
مطابق: نعم",0
w113,C2_darija_e5,1,المعلومات غير متوفرة في النصوص,0,0,1,"مدعوم: لا  
مطابق: لا",1
w052,C2_darija_e5,1,معركة تازينة وقعت في 19 ماي 1881م.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w175,C2_darija_e5,1,وثيقة إنهاء الحماية الفرنسية تم توقيعها في 2 مارس 1956.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w005,C2_darija_e5,1,وصلات انبعاثات ثاني أكسيد الكربون لكل فرد في المغرب في 2015 كانت 1.6 طن.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w030,C2_darija_e5,1,وصل الإنتاج الداخلي للصيد البحري في Morocco إلى حوالي 1.46 مليون طن في عام 2016.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w184,C2_darija_e5,1,ترعرع يوبا الثاني في كنف الإمبراطور أغسطس بعد أن أسره يوليوس قيصر.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w100,C2_darija_e5,1,المقصود بالبلايص هنا هو المقصورات الفاخرة الموجودة في الطائرة بوينغ 767-300 التي ستخدم المسار نيويورك - مراكش.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w099,C2_darija_e5,1,باب بوجلود هو المدخل الرئيسي للمدينة القديمة لفاس البالي.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w132,C2_darija_e5,1,مدينة سجلماسة التاريخية كانت في واحة كبيرة جنوب الأطلس الكبير، مقابلة لمدينة الريصاني في تافيلالت الحالية.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w125,C2_darija_e5,1,سطات بعيدة عن الدار البيضاء حوالي 83 كم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w199,C2_darija_e5,1,لأن الصويرة تحولت إلى العاصمة الاقتصادية للمغرب قبل أن تنقلب حماية فرنسية على مركزها لتنتقل الدار البيضاء إلى هذا الدور.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w135,C2_darija_e5,1,تم رفع ضريبة القيمة المضافة من 17% إلى 19% في 1983 و1984.,1,0,1,"مدعوم: نعم  
مطابق: لا",0
w179,C2_darija_e5,1,183 وحدة,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w121,C2_darija_e5,1,أوعبيد الله كانت معروفة في العصر المريني كمركز علمي مهم استضاف علماء وطلاب من مختلف أنحاء المغرب، وعرفت بقصبة المرينيين، وتشجعت فيها الأعمال الزراعية والفلاحية لإطعام طلاب العلم وتشجيعهم، ووقف أهلها بساتينهم وأراضيهم الزراعية على نفقة طلبة العلم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w035,C2_darija_e5,1,7% إلى 10% حسب الحالة المائية للسنة.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w049,C2_darija_e5,1,"widening the range of exchange rate fluctuation to ±2.5%, from ±0.3% previously, has been decided.",1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w170,C2_darija_e5,1,1058,0,0,1,"مدعوم: لا  
مطابق: لا",0
w139,C2_darija_e5,1,المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: لا  
مطابق: نعم",1
w150,C2_darija_e5,1,مدينة أصيلة مشهورة بقصبتها التاريخية وأسوارها وأبوابها المصنفة كتراث وطني، وبحضورها الثقافي والسياسي، وتنوع معالمها التاريخية والأثرية.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w133,C2_darija_e5,1,المدينة الأولى التي تم بناؤها في المغرب الإسلامي قبل سجلماسة هي القيروان، حيث تعتبر ثاني مدينة إسلامية تأسست بالمغرب الإسلامي بعد القيروان.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w128,C2_darija_e5,1,اللون الأبيض دار الموحدين شعارهم.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
w022,C2_darija_e5,1,إنفاق حرب الصحراء شكل أحد الأسباب المباشرة لتعذر تغطية عجز الميزانية العامة، حيث بلغ العجز 7% سنة 1980، أي ما يكافئ 7% من الناتج الداخلي الخام.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w082,C2_darija_e5,1,الأيام الثلاثة الأولى من المعرض الدولي للفلاحة تخصص للمحترفين، بينما تبقى الأيام الثلاثة الأخيرة مفتوحة لعامة الناس.,0,0,1,"مدعوم: لا  
مطابق: لا",0
w078,C2_darija_e5,1,مدينة الحاجب تقع على ارتفاع 1200 متر فوق سطح البحر.,1,1,1,"مدعوم: نعم  
مطابق: نعم",0
