qid,cond,context,answer,gold_in_context,prompt_tokens,gen_seconds,faithful,correct,faithful_v2,correct_v2,judge_parsed,judge_raw,refused
w156,B,"['wiki_02032', 'wiki_02034', 'wiki_02033', 'wiki_02038', 'wiki_02035']",أثري من حقبة الاستعمار وقد أعيد إلى الخدمة وبه طبيب واحد,1,1559,1.0678961277008057,0,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w157,B,"['wiki_02032', 'wiki_02034', 'wiki_02038', 'wiki_02035', 'wiki_02033']",مستشفى ومستوصف صحي ودار للولادة,1,1556,1.0678961277008057,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w158,B,"['wiki_02388', 'wiki_02390', 'wiki_01380', 'wiki_02691', 'wiki_00503']",ارتفعت الساكنة الحضرية من 13 إلى 17 مليون نسمة ما بين العامين 1992 و2004.,1,1638,1.0678961277008057,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w159,B,"['wiki_01248', 'wiki_00448', 'wiki_01870', 'wiki_01650', 'wiki_00441']",المعلومة غير متوفرة في النصوص,0,1507,1.0678961277008057,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w160,B,"['wiki_01320', 'wiki_01100', 'wiki_00043', 'wiki_00056', 'wiki_01313']",3312,1,1887,1.0678961277008057,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w161,B,"['wiki_02208', 'wiki_01320', 'wiki_01319', 'wiki_00611', 'wiki_00304']",المعلومة غير متوفرة في النصوص,1,1734,0.9161054193973541,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w162,B,"['wiki_01320', 'wiki_00030', 'wiki_02181', 'wiki_01100', 'wiki_00056']",المعلومة غير متوفرة في النصوص,1,1855,0.9161054193973541,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w163,B,"['wiki_01438', 'wiki_00726', 'wiki_00679', 'wiki_00676', 'wiki_00677']",5 ديسمبر 1952,1,1796,0.9161054193973541,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w164,B,"['wiki_00725', 'wiki_00726', 'wiki_00727', 'wiki_02101', 'wiki_02184']",طنجة,1,1813,0.9161054193973541,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w165,B,"['wiki_02347', 'wiki_02350', 'wiki_02346', 'wiki_00885', 'wiki_02349']",محمد توري,1,1747,0.9161054193973541,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w166,B,"['wiki_02350', 'wiki_02347', 'wiki_02236', 'wiki_01758', 'wiki_00930']",أغمات,1,1666,0.9161054193973541,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w167,B,"['wiki_02960', 'wiki_02959', 'wiki_02964', 'wiki_02965', 'wiki_02348']",تتواجد مطغرة اليوم بنواحي تلمسان وبين فاس والراشيدية وتوات.,1,1820,0.9161054193973541,0,0,1,0,1,"مدعوم: نعم
مطابق: لا",0
w168,B,"['wiki_02259', 'wiki_02678', 'wiki_02209', 'wiki_01851', 'wiki_01850']",المعلومة غير متوفرة في النصوص,0,1538,0.9161054193973541,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w169,B,"['wiki_00475', 'wiki_01113', 'wiki_01116', 'wiki_01456', 'wiki_00474']","نحو 2,000 تاجر عربي من القيروان في تونس.",1,1583,0.8492178022861481,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w170,B,"['wiki_01706', 'wiki_01735', 'wiki_00475', 'wiki_01692', 'wiki_01729']",المعلومة غير متوفرة في النصوص,1,1819,0.8492178022861481,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w171,B,"['wiki_00475', 'wiki_02465', 'wiki_00902', 'wiki_02458', 'wiki_02037']",-Smithiya hay Hay al-Qirawaniyn,1,1683,0.8492178022861481,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w172,B,"['wiki_02101', 'wiki_01761', 'wiki_02104', 'wiki_01996', 'wiki_02080']",أكتوبر 1955,1,1413,0.8492178022861481,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w173,B,"['wiki_01720', 'wiki_01450', 'wiki_02104', 'wiki_00725', 'wiki_02028']",16 نونبر 1955,0,1427,0.8492178022861481,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w174,B,"['wiki_02365', 'wiki_00523', 'wiki_02760', 'wiki_00774', 'wiki_01439']",المعلومة غير متوفرة في النصوص,0,1646,0.8492178022861481,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w175,B,"['wiki_02948', 'wiki_02101', 'wiki_00680', 'wiki_01026', 'wiki_00711']",2 مارس 1956,1,1463,0.8492178022861481,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w176,B,"['wiki_00295', 'wiki_00281', 'wiki_00294', 'wiki_00284', 'wiki_00289']",جامعة الأخوين,1,1665,0.8492178022861481,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w177,B,"['wiki_00289', 'wiki_00300', 'wiki_00281', 'wiki_00296', 'wiki_00295']",منتزه NATIONAL إفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطة ميشليفن للتزلج.,1,1572,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w178,B,"['wiki_02081', 'wiki_00706', 'wiki_02080', 'wiki_02220', 'wiki_01278']",تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1602,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w179,B,"['wiki_02792', 'wiki_02791', 'wiki_02799', 'wiki_01289', 'wiki_02794']",183,1,1851,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w180,B,"['wiki_02792', 'wiki_02791', 'wiki_02825', 'wiki_02793', 'wiki_00583']",تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1784,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w181,B,"['wiki_02792', 'wiki_02791', 'wiki_02387', 'wiki_01022', 'wiki_01379']",حوالي 8300 طن في اليوم الواحد.,1,1922,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w182,B,"['wiki_02792', 'wiki_00426', 'wiki_00632', 'wiki_00424', 'wiki_02793']",الاتحاد الأوروبي,1,1696,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w183,B,"['wiki_00269', 'wiki_00270', 'wiki_00271', 'wiki_00272', 'wiki_01467']",على يد الإمبراطور كلوديوس خمدت ثورة إيديمون.,1,1769,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w184,B,"['wiki_00270', 'wiki_01468', 'wiki_01471', 'wiki_01704', 'wiki_01466']",في القصر، وعاش في كنف الإمبراطور أغسطس.,1,1672,1.110310435295105,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w185,B,"['wiki_00270', 'wiki_00180', 'wiki_01704', 'wiki_01471', 'wiki_01466']",شرشال هي المدينة لي دارها يوبا الثاني عاصمة ديال الحكم ديالو.,1,1673,0.971099853515625,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w186,B,"['wiki_01463', 'wiki_01465', 'wiki_01466', 'wiki_01473', 'wiki_01470']",كليباترا سيليني الثانية,1,1543,0.971099853515625,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w187,B,"['wiki_01463', 'wiki_01466', 'wiki_01471', 'wiki_01465', 'wiki_01744']",حكم بطليموس الموريطاني من 23 ميلادية حتى 40 ميلادية.,1,1580,0.971099853515625,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w188,B,"['wiki_00051', 'wiki_00539', 'wiki_01365', 'wiki_00327', 'wiki_00190']",ساعتين و11 دقيقة و34 ثانية,1,1854,0.971099853515625,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w189,B,"['wiki_00051', 'wiki_00058', 'wiki_00059', 'wiki_02587', 'wiki_00056']","جائزة ""قارئ العام للعالم العربي""",1,1996,0.971099853515625,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w190,B,"['wiki_00670', 'wiki_02776', 'wiki_01028', 'wiki_00672', 'wiki_00673']",المغاربة تخافوا من هذا القانون لأنADMINISTRATOR المعلومة غير متوفرة في النصوص,1,1411,0.971099853515625,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w191,B,"['wiki_00670', 'wiki_01252', 'wiki_01349', 'wiki_01656', 'wiki_01354']",بلاد السيبة وبلاد المخزن,1,1727,0.971099853515625,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w192,B,"['wiki_00144', 'wiki_00204', 'wiki_00212', 'wiki_01661', 'wiki_01890']",المعلومة غير متوفرة في النصوص,1,1801,0.971099853515625,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w193,B,"['wiki_01890', 'wiki_02712', 'wiki_01819', 'wiki_00779', 'wiki_02330']",تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية، فلها هذا اللقب.,1,1646,1.1793476939201355,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w194,B,"['wiki_01890', 'wiki_02712', 'wiki_01899', 'wiki_01893', 'wiki_01891']",لا زنينية,1,1638,1.1793476939201355,1,1,0,0,1,"مدعوم: لا
مطابق: لا",0
w195,B,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_00835']",تولى الهيئة المغربية لسوق الرساميل حماية المدخرين والمستثمرين وضمان شفافية العمليات المالية وتنظيم المشاركين في السوق والأدوات المالية وتعزيز الثقافة المالية.,1,1469,1.1793476939201355,0,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w196,B,"['wiki_01412', 'wiki_01411', 'wiki_01413', 'wiki_02776', 'wiki_00635']",الملك محمد السادس,1,1437,1.1793476939201355,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w197,B,"['wiki_00930', 'wiki_00076', 'wiki_00685', 'wiki_00891', 'wiki_02321']",المعلومة غير متوفرة في النصوص,1,1528,1.1793476939201355,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w198,B,"['wiki_01051', 'wiki_02093', 'wiki_01449', 'wiki_00930', 'wiki_01052']",بويع ست مرات.,1,1601,1.1793476939201355,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w199,B,"['wiki_01000', 'wiki_00993', 'wiki_00999', 'wiki_00424', 'wiki_02709']",المعلومة غير متوفرة في النصوص,1,1578,1.1793476939201355,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w200,B,"['wiki_00698', 'wiki_02910', 'wiki_01688', 'wiki_00722', 'wiki_02019']","34,000 رجل",1,1750,1.1793476939201355,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w001,C,['wiki_02359'],593168,1,471,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w002,C,['wiki_00355'],المصنع ديال رينو-نيسان فالمغرب كاين ف الدار البيضاء.,0,442,0.3933414816856384,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w003,C,['wiki_01012'],"نسبة الطاقات المتجددة فإنتاج الكهربا فالمغرب هي %19,6.",1,412,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w004,C,['wiki_01012'],"ارتفعت النسبة من 2,8% في 2010 إلى 8,1% في 2015.",1,415,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w005,C,['wiki_01012'],"1,6 طن",1,417,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w006,C,['wiki_00564'],12.8%,1,465,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w007,C,['wiki_00564'],شكيب بنموسى,1,456,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w008,C,['wiki_00564'],المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,465,0.3933414816856384,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w009,C,['wiki_02608'],المعدل التضخمي بقي عند نسبة 0.7%.,1,499,0.41721686720848083,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w010,C,['wiki_02608'],3.5٪,1,503,0.41721686720848083,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w011,C,['wiki_00564'],المعلومة غير متوفرة في النصوص,0,460,0.41721686720848083,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w012,C,['wiki_02230'],فاتح أبريل 1998,1,474,0.41721686720848083,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w013,C,['wiki_02230'],31 دجنبر 2011,1,477,0.41721686720848083,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w014,C,['wiki_02646'],المعلومة غير متوفرة في النصوص,0,500,0.41721686720848083,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w015,C,['wiki_02691'],"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,506,0.41721686720848083,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w016,C,['wiki_00564'],المعلومة غير متوفرة في النصوص,0,465,0.41721686720848083,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w017,C,['wiki_01011'],"88,8٪",1,431,0.40293431282043457,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w018,C,['wiki_01011'],المعلومة غير متوفرة في النصوص,1,421,0.40293431282043457,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w019,C,['wiki_00436'],15%,1,490,0.40293431282043457,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w020,C,['wiki_00568'],المواد التجهيزية ومصادر الطاقة.,0,451,0.40293431282043457,1,0,1,0,1,"مدعوم: نعم
مطابق: لا",0
w021,C,['wiki_01430'],55.8 %,1,474,0.40293431282043457,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w022,C,['wiki_00933'],المعلومة غير متوفرة في النصوص,0,400,0.40293431282043457,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w023,C,['wiki_00350'],15 جUNE 2004,0,405,0.40293431282043457,1,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w024,C,['wiki_00574'],بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,411,0.40293431282043457,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w025,C,['wiki_00574'],قطاعي السياحة والنسيج,1,406,0.7224733531475067,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w026,C,['wiki_00689'],المعلومة غير متوفرة في النصوص,0,455,0.7224733531475067,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w027,C,['wiki_01021'],المعلومة غير متوفرة في النصوص,0,533,0.7224733531475067,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w028,C,['wiki_02790'],طنجة وأكادير والعيون,1,518,0.7224733531475067,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w029,C,['wiki_02790'],ساهم مخطط أليوتيس بشكل ملحوظ في تحديث قطاع الصيد البحري، حيث إنتقل الناتج الداخلي الخام لقطاع الصيد البحري بين سنتي 2007 و 2015 من 8.3 إلى 15 مليار درهم.,1,526,0.7224733531475067,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w030,C,['wiki_02790'],1.46 مليون طن,1,513,0.7224733531475067,1,0,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w031,C,['wiki_01281'],"56,5%",1,482,0.7224733531475067,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w032,C,['wiki_01281'],المعلومة غير متوفرة في النصوص,1,485,0.7224733531475067,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w033,C,['wiki_01281'],المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,490,0.48281440138816833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w034,C,['wiki_02387'],2700 مليون كيلواط,0,466,0.48281440138816833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w035,C,['wiki_02386'],حصة المدارات المسقية فالناتج المحلي الخام بين 7% و10% حسب الحالة المائية للسنة.,0,448,0.48281440138816833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w036,C,['wiki_01742'],المغرب استورد الحبوب من جبل طارق سنة 1817.,0,431,0.48281440138816833,1,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w037,C,['wiki_01216'],المعلومة غير متوفرة في النصوص,0,405,0.48281440138816833,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w038,C,['wiki_02635'],المعلومة غير متوفرة في النصوص,0,492,0.48281440138816833,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w039,C,['wiki_02646'],المواضيع غير متوفرة في النصوص,1,500,0.48281440138816833,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w040,C,['wiki_00814'],عدد المؤسسات الابتدائية التي استغلت في الدار البيضاء خلال الموسم الدراسي 2008/2009 هو 435 مدرسة.,1,516,0.48281440138816833,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w041,C,['wiki_01106'],المغرب يتوفر على %75 من الاحتياطي العالمي ديال الفوسفاط.,1,464,0.4354352056980133,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w042,C,['wiki_00441'],جنوب إفريقيا,0,462,0.4354352056980133,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w043,C,['wiki_02193'],المعلومة غير متوفرة في النصوص,0,450,0.4354352056980133,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w044,C,['wiki_02194'],المعلومة غير متوفرة في النصوص,1,501,0.4354352056980133,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w045,C,['wiki_01074'],لتشجيع الاستثمارات والصادرات، ومساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,457,0.4354352056980133,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w046,C,['wiki_01662'],1544 جماعة,0,517,0.4354352056980133,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w047,C,['wiki_02386'],1050000 هكتار,1,445,0.4354352056980133,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w048,C,['wiki_01378'],تساهم في 75% من الصادرات الفلاحية,0,472,0.4354352056980133,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w049,C,['wiki_02226'],المعلومة غير متوفرة في النصوص,0,436,0.3236883282661438,0,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w050,C,['wiki_00806'],المعلومة غير متوفرة في النصوص,0,382,0.3236883282661438,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w051,C,['wiki_01040'],ثمانية وعشرين سنه,1,470,0.3236883282661438,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w052,C,['wiki_01040'],19 ماي 1881م,1,466,0.3236883282661438,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w053,C,['wiki_02950'],المعلومة غير متوفرة في النصوص,0,441,0.3236883282661438,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w054,C,['wiki_02950'],المعلومة غير متوفرة في النصوص,0,436,0.3236883282661438,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w055,C,['wiki_00949'],أربعة وثلاثون موقعا,1,438,0.3236883282661438,0,0,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w056,C,['wiki_00949'],ترجع إلى 4000-ق-م 8000-ق.م,1,435,0.3236883282661438,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w057,C,['wiki_02594'],سعيد العلام,1,498,0.4506579339504242,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w058,C,['wiki_02594'],جائزة كتارا للرواية العربية وفأي عام 2020,1,506,0.4506579339504242,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w059,C,['wiki_01477'],بوليساريو اقترحت إقحام الصحراويين الذين تم إحصاؤهم من قبل الاستعمار الإسباني سنة 1974م.,1,348,0.4506579339504242,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w060,C,['wiki_01477'],الساقية الحمراء,1,345,0.4506579339504242,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w061,C,['wiki_02133'],المعلومة غير متوفرة في النصوص,0,412,0.4506579339504242,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w062,C,['wiki_02129'],المعلومة غير متوفرة في النصوص,0,447,0.4506579339504242,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w063,C,['wiki_00873'],الزربية و الجلباب,1,357,0.4506579339504242,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w064,C,['wiki_00879'],صناعة الفخار، الدباغة، صياغة الحلي,0,475,0.4506579339504242,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w065,C,['wiki_00622'],عاشو في جماعات منعزلة ومغلقة، كيان كلها مستقل بخصوصياتها.,1,423,0.35614168643951416,0,0,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w066,C,['wiki_00622'],المعلومة غير متوفرة في النصوص,1,427,0.35614168643951416,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w067,C,['wiki_00872'],1600طن,0,486,0.35614168643951416,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w068,C,['wiki_00872'],مدينة مكناس,0,484,0.35614168643951416,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w069,C,['wiki_00797'],المعلومة غير متوفرة في النصوص,0,452,0.35614168643951416,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w070,C,['wiki_01791'],سنة 1614,0,399,0.35614168643951416,0,0,0,0,1,"مدعوم: لا
مطابق: لا",0
w071,C,['wiki_01791'],المعلومة غير متوفرة في النصوص,0,400,0.35614168643951416,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w072,C,['wiki_01795'],1614 و1681,1,454,0.35614168643951416,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w073,C,['wiki_02019'],يوليوز - غشت 1947,1,445,0.45308002829551697,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w074,C,['wiki_02015'],المعلومة غير متوفرة في النصوص,0,438,0.45308002829551697,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w075,C,['wiki_01101'],تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,453,0.45308002829551697,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w076,C,['wiki_01101'],سنة 1981,1,450,0.45308002829551697,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w077,C,['wiki_01101'],سلالة مكناس,1,454,0.45308002829551697,0,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w078,C,['wiki_00645'],مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,488,0.45308002829551697,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w079,C,['wiki_00643'],تبعد مدينة الحاجب عن مكناس بمسافة 32 كلم.,0,473,0.45308002829551697,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w080,C,['wiki_00643'],المعلومة غير متوفرة في النصوص,0,473,0.45308002829551697,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w081,C,['wiki_01214'],المعلومة غير متوفرة في النصوص,0,417,0.3253443241119385,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w082,C,['wiki_01214'],المعلومة غير متوفرة في النصوص,0,421,0.3253443241119385,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w083,C,['wiki_01214'],المعلومة غير متوفرة في النصوص,0,413,0.3253443241119385,0,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w084,C,['wiki_02294'],المعلومة غير متوفرة في النصوص,0,432,0.3253443241119385,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w085,C,['wiki_02924'],المعلومة غير متوفرة في النصوص,0,459,0.3253443241119385,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w086,C,['wiki_01372'],سنة 2012,1,464,0.3253443241119385,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w087,C,['wiki_01372'],المعلومة غير متوفرة في النصوص,1,467,0.3253443241119385,1,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w088,C,['wiki_01372'],المساحة ديال المنطقة الحرة الأطلسية تقارب 500 هكتار.,1,465,0.3253443241119385,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w089,C,['wiki_01161'],أُحدثت سنة 2009، ويرأسها رئيس الحكومة,1,414,0.3980551064014435,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w090,C,['wiki_01161'],"الcommittee aim is to propose measures aimed at improving the legal and regulatory framework for business, coordinate their implementation, and evaluate their impact on concerned sectors.",1,408,0.3980551064014435,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w091,C,['wiki_01768'],المعلومة غير متوفرة في النصوص,0,431,0.3980551064014435,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w092,C,['wiki_02187'],المعلومة غير متوفرة في النصوص,0,479,0.3980551064014435,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w093,C,['wiki_00323'],المعلومة غير متوفرة في النصوص,0,459,0.3980551064014435,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w094,C,['wiki_00324'],نهر السنغال,1,502,0.3980551064014435,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w095,C,['wiki_02031'],2 كم,1,384,0.3980551064014435,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w096,C,['wiki_00650'],مرسوم رقم 2.24.1122,1,411,0.3980551064014435,1,0,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w097,C,['wiki_00650'],توحيد الحد الأدنى للأجور بين القطاعات الفلاحية وغير الفلاحية خلال ثلاث سنوات,1,410,0.39275285601615906,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w098,C,['wiki_01204'],المدرسة البوعنانية تبنيت ففاس ما بين عامي 1350م و1355م,1,393,0.39275285601615906,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w099,C,['wiki_01204'],باب بوجلود هو المدخل الرئيسي ديال فاس البالي.,1,395,0.39275285601615906,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w100,C,['wiki_01367'],المقاعد كاينة فطائرة بوينغ 767-300 هي 167 مقعد.,1,448,0.39275285601615906,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w101,C,['wiki_02635'],المعلومة غير متوفرة في النصوص,0,492,0.39275285601615906,1,1,0,0,1,"مدعوم: لا
مطابق: لا",1
w102,C,['wiki_02640'],تفوقة 39.6,1,415,0.39275285601615906,1,0,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w103,C,['wiki_02643'],المعلومة غير متوفرة في النصوص,0,434,0.39275285601615906,0,0,0,0,1,"مدعوم: لا
مطابق: لا",1
w104,C,['wiki_00431'],التداخل بين النزعة اللبرالية والتوجيه الاقتصادي مع سياسة حمائية وتدخل حكومي في الاقتصاد والاجتماع.,1,445,0.39275285601615906,1,1,1,0,1,"مدعوم: نعم
مطابق: لا",0
w105,C,['wiki_00431'],أرساء الاستقلالية الاقتصادية,1,443,0.5631740093231201,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w106,C,['wiki_00565'],تأسس البنك المخزني المغربي سنة 1907 في طنجة شمال المغرب.,1,445,0.5631740093231201,1,1,1,1,1,"مدعوم: نعم
مطابق: نعم",0
