qid,cond,context,answer,gold_in_context,generator,faithful,correct,judge_parsed,judge_raw,correct_oldjudge,faithful_oldjudge,judge_version,refused
w189,A,"['wiki_00051', 'wiki_00058', 'wiki_00059', 'wiki_00041', 'wiki_00034']","مريم بوعود فازت بجائزة ""قارئ العام للعالم العربي"" في مسابقة أقرأ.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w190,A,"['wiki_00670', 'wiki_01028', 'wiki_02776', 'wiki_00673', 'wiki_02545']",المغاربة تخافو من القانون حيت كان كيقسم المغرب لجوج عوالم متميزين ومفرقين: عالم العرب المغاربة لي كيهضرو العربية وعالم البربر لي كيهضرو الأمازيغية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w191,A,"['wiki_00670', 'wiki_01027', 'wiki_01252', 'wiki_01656', 'wiki_01329']","المغرب كان كيتقسم لجوج منطقتين: ""بلاد السيبة"" و""بلاد المخزن"".",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w192,A,"['wiki_01890', 'wiki_02712', 'wiki_01893', 'wiki_01808', 'wiki_01891']",تزنيت بعيدة على الرباط ب 690 كيلومتر و على أكادير ب 90 كيلومتر.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w193,A,"['wiki_01890', 'wiki_02712', 'wiki_01891', 'wiki_01899', 'wiki_01893']",تزنيت تلقب بعاصمة الفضة بسبب شهرتها في إنتاج المجوهرات الفضية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w194,A,"['wiki_01890', 'wiki_02712', 'wiki_01899', 'wiki_01893', 'wiki_01891']",اسم تزنيت كيتعتقد أنه جا من وحدة المرا سميتها للا زنينية,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",0,0,Atlas-Chat-9B/v2,0
w195,A,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_01874']",المهام ديال الهيئة المغربية لسوق الرساميل هي: حماية المدخرين والمستثمرين، مراقبة سير أسواق الرساميل، ضمان شفافية العمليات المالية، تنظيم المشاركين في السوق والأدوات المالية، وتعزيز الثقافة المالية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w196,A,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_01163']",الملك محمد السادس,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w197,A,"['wiki_00930', 'wiki_00685', 'wiki_01087', 'wiki_00923', 'wiki_01244']",سبعة سلاطين من أبناء المولى إسماعيل تولى الحكم بين 1727 و1757.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w198,A,"['wiki_00930', 'wiki_01051', 'wiki_01449', 'wiki_01055', 'wiki_02093']",عبد الله بن إسماعيل بويع ست مرات.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w199,A,"['wiki_01000', 'wiki_00993', 'wiki_00994', 'wiki_00999', 'wiki_01006']",تحولت الصويرة إلى العاصمة الاقتصادية للمغرب بعد ما السلطان العلوي محمد بن عبد الله (محمد الثالث) عاود بناء مدينة الصويرة على النمط العصري بشوارعها الواسعة، وبنا فيها ميناء جديدا وقاعدة عسكرية بحرية، استقدم إليها بدوره نخبة من التجار والدبلوماسيين اليهود.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w200,A,"['wiki_00698', 'wiki_02910', 'wiki_01724', 'wiki_02051', 'wiki_00696']","إسبانيا كان عندها 34,000 جندي في المغرب في يوليو 1936، بما فيهم القوات الأهلية النظامية.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w001,B,"['wiki_02359', 'wiki_01022', 'wiki_01214', 'wiki_00571', 'wiki_02655']",593 168 وحدة,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w002,B,"['wiki_00355', 'wiki_02359', 'wiki_00248', 'wiki_01364', 'wiki_01022']",مصنع رينو-نيسان كاين فطنجة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w003,B,"['wiki_01012', 'wiki_01011', 'wiki_01417', 'wiki_01297', 'wiki_01296']","النسبة ديال الطاقات المتجددة فإنتاج الكهربا فالمغرب هي 13,6%.",1,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w004,B,"['wiki_01012', 'wiki_01297', 'wiki_01021', 'wiki_01418', 'wiki_01020']",النسبة ديال الطاقة الريحية تطورات من 2.8% في 2010 إلى 8.1% في 2015.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w005,B,"['wiki_01012', 'wiki_01217', 'wiki_02386', 'wiki_01420', 'wiki_01011']","بلغت انبعاثات ثاني أكسيد الكربون 1,6 طن للفرد الواحد في عام 2015.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w006,B,"['wiki_00564', 'wiki_00563', 'wiki_00453', 'wiki_00291', 'chunk_011']",معدل البطالة على الصعيد الوطني وصل ل 12.8% فالفصل الثاني ديال 2025.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w007,B,"['wiki_00564', 'wiki_01369', 'wiki_00290', 'wiki_01408', 'wiki_00417']",رئيس المندوبية السامية للتخطيط هو شكيب بنموسى.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w008,B,"['wiki_00564', 'wiki_00563', 'wiki_00453', 'wiki_00291', 'chunk_011']",معدل البطالة فالبادية تطور من 10.5% ف2014 ل21.4% ف2024.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w009,B,"['wiki_02608', 'wiki_02609', 'wiki_02610', 'wiki_00433', 'wiki_01173']",معدل التضخم وصل ل 2.7% في عام 2006.,1,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w010,B,"['wiki_02608', 'wiki_02609', 'wiki_00578', 'wiki_01361', 'wiki_02607']",عجز الميزانية نقص لـ3.5% من إجمالي الناتج المحلي فـ2017.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w011,B,"['wiki_00564', 'wiki_02608', 'wiki_00563', 'wiki_00453', 'wiki_02610']",نسبة البطالة عند النساء وصلات لـ14.7% حسب تقرير البنك الدولي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w012,B,"['wiki_02230', 'wiki_02227', 'wiki_02231', 'wiki_02228', 'wiki_02229']",1 أبريل 1998,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w013,B,"['wiki_02230', 'wiki_02227', 'wiki_02228', 'wiki_02224', 'wiki_01486']",حتى لـ31 دجنبر 2011.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w014,B,"['wiki_02646', 'wiki_02693', 'wiki_00564', 'wiki_01294', 'wiki_00048']",المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w015,B,"['wiki_02691', 'wiki_00564', 'wiki_01654', 'wiki_01378', 'wiki_02386']","معدل التمدن فالمغرب ارتفع من 29% ف1960 إلى 62,8% ف2024.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w016,B,"['wiki_00564', 'wiki_02194', 'wiki_02691', 'wiki_01572', 'wiki_00291']","معدل النمو السكاني بين 2014 و2024 كان 0,85%.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w017,B,"['wiki_01011', 'wiki_01012', 'wiki_01297', 'wiki_01018', 'wiki_01020']",النسبة ديال الطاقات الأحفورية من استهلاك الطاقة الأولية فـ2015 هي 88.8%.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w018,B,"['wiki_01011', 'wiki_01379', 'wiki_00443', 'wiki_02387', 'wiki_01020']","الإنتاج الوطني ديال الطاقة كيمثل غير %9,4 من الحاجيات ديال البلاد.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w019,B,"['wiki_00436', 'wiki_00569', 'wiki_00426', 'wiki_01110', 'wiki_01106']",15%,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w020,B,"['wiki_00568', 'wiki_00448', 'wiki_00436', 'wiki_00444', 'wiki_00578']",الواردات ديال المغرب كتشكل أساسا من المواد التجهيزية ومصادر الطاقة بنسبة تقارب 43٪، والمواد الغذائية بنسبة 21٪.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",0,0,Atlas-Chat-9B/v2,0
w021,B,"['wiki_01430', 'wiki_01654', 'wiki_00436', 'wiki_00435', 'wiki_00444']",نسبة تغطية الصادرات للواردات وصلات لـ55.8% فـ1983.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w022,B,"['wiki_00933', 'wiki_02057', 'wiki_01430', 'wiki_00651', 'wiki_00988']",المصاريف ديال حرب الصحرا كانت كتوصل لمليون دولار فالنهار.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w023,B,"['wiki_00350', 'wiki_00572', 'wiki_00575', 'wiki_01071', 'wiki_00574']",اتفاقية التجارة الحرة بين المغرب وأمريكا توقعات فـ15 يونيو 2004.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w024,B,"['wiki_00574', 'wiki_00569', 'wiki_01284', 'wiki_00959', 'wiki_00575']",ارتفعت صادرات المغرب إلى الولايات المتحدة من النسيج بنسبة %122 سنة 2006.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w025,B,"['wiki_00574', 'wiki_01373', 'wiki_01248', 'wiki_01650', 'wiki_01269']",الاستثمارات الأمريكية فالمغرب كتركز بشكل رئيسي فقطاعات السياحة والنسيج.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w026,B,"['wiki_00689', 'wiki_00682', 'wiki_01770', 'wiki_01297', 'wiki_00690']",المعلومة غير متوفرة في النصوص.,1,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,0,Atlas-Chat-9B/v2,1
w027,B,"['wiki_01021', 'wiki_01012', 'wiki_01011', 'wiki_01013', 'wiki_01297']",النسبة ديال الفحم فإنتاج الكهربا فالمغرب هي 54.3%.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w028,B,"['wiki_02790', 'wiki_02789', 'wiki_01372', 'wiki_02794', 'wiki_02362']",الأقطاب التنافسية الثلاثة لي خلقهم مخطط أليوتيس هوما طنجة، أكادير والعيون.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w029,B,"['wiki_02790', 'wiki_02783', 'wiki_01289', 'wiki_00359', 'wiki_01174']",الناتج الداخلي الخام لقطاع الصيد البحري تطور بشكل إيجابي ما بين 2007 و2015، حيث ارتفع من 8.3 إلى 15 مليار درهم.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w030,B,"['wiki_02790', 'wiki_01289', 'wiki_02791', 'wiki_02794', 'wiki_02795']",الإنتاج ديال الصيد البحري وصل لـ1.46 مليون طن فـ2016.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w031,B,"['wiki_01281', 'wiki_00445', 'wiki_00291', 'wiki_00428', 'wiki_02608']","قطاع الخدمات كيساهم بـ56,5% من الناتج المحلي الإجمالي فـ2017.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w032,B,"['wiki_01281', 'wiki_02609', 'wiki_01651', 'wiki_01359', 'wiki_00564']",حسب تقديرات صندوق النقد الدولي لسنة 2023، وصل الناتج المحلي للفرد لـ 3.750 دولار أمريكي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w033,B,"['wiki_01281', 'wiki_01284', 'wiki_00563', 'wiki_00419', 'wiki_00413']",المغرب احتل المرتبة 107 في إنتاجية اليد العاملة حسب تقرير منظمة العمل الدولية ديال 2023.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w034,B,"['wiki_02387', 'wiki_01379', 'wiki_01020', 'wiki_01021', 'wiki_01297']",إنتاج الطاقة الكهرمائية وصل لـ2700 مليون كيلواط فـ2004.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w035,B,"['wiki_02386', 'wiki_01379', 'wiki_01378', 'wiki_02411', 'wiki_00633']",تبلغ حصة المدارات المسقية في الناتج المحلي الخام بين 7% و10% حسب الحالة المائية للسنة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w036,B,"['wiki_01742', 'wiki_01287', 'wiki_02384', 'wiki_00438', 'wiki_01098']",المغرب كيستورد 40% حتى 60% من حاجياته من الحبوب حسب الحالة المناخية.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w037,B,"['wiki_01216', 'wiki_00632', 'chunk_007', 'wiki_00438', 'wiki_01215']",الفلاحة كتشغل حوالي 34% من مجموع القوى العاملة في المغرب.,0,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w038,B,"['wiki_02635', 'wiki_02645', 'wiki_02646', 'wiki_02644', 'wiki_02643']",عدد سكان عين بني مطهر فـ2014 وصل لـ16289 نسمة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w039,B,"['wiki_02646', 'wiki_02635', 'wiki_02642', 'wiki_02643', 'wiki_02644']",محطة القطار فعين بني مطهر تسدات فعام 1995.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w040,B,"['wiki_00814', 'wiki_02649', 'wiki_00813', 'wiki_00811', 'wiki_02333']",عدد المؤسسات الابتدائية اللي استغلات خلال الموسم الدراسي 2009/2008 هو 435 مدرسة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w041,B,"['wiki_01106', 'wiki_00441', 'wiki_00444', 'wiki_01110', 'wiki_00436']",المغرب عندو %75 من الاحتياطي العالمي ديال الفوسفاط.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w042,B,"['wiki_00441', 'wiki_01425', 'wiki_01426', 'wiki_01108', 'wiki_01110']",المعلومة غير متوفرة في النصوص,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",1,1,Atlas-Chat-9B/v2,1
w043,B,"['wiki_02193', 'wiki_02194', 'wiki_02187', 'wiki_02188', 'wiki_02189']","حسب الإحصاء العام للسكان والسكنى لسنة 2024 الصادر عن المندوبية السامية للتخطيط، بلغ عدد سكان جماعة خنيفرة 123,738 نسمة، مقابل 117,510 نسمة سنة 2014، أي بزيادة تقارب 5.3% خلال عشر سنوات.",1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w044,B,"['wiki_02194', 'wiki_02193', 'wiki_02197', 'wiki_02202', 'wiki_02188']",نسبة الفئة العمرية لي أقل من 15 عام فإقليم خنيفرة هي 24.5%.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w045,B,"['wiki_01074', 'wiki_01070', 'wiki_01077', 'wiki_00959', 'wiki_00356']",الاتحاد الأوروبي عطا للمغرب منحة فدجنبر 2009 باش يشجع الاستثمارات والصادرات ويساهم فتمويل مشروع طرامواي الرباط - سلا.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w046,B,"['wiki_01662', 'wiki_01663', 'wiki_01743', 'wiki_01248', 'wiki_00982']",عدد الجماعات فالمغرب وصل لـ1503 جماعة فـ2009.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w047,B,"['wiki_02386', 'wiki_01378', 'wiki_01248', 'wiki_02411', 'wiki_02367']",تبلغ المساحة المسقية دابا 1050000 هكتار فالمغرب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w048,B,"['wiki_01378', 'wiki_02386', 'wiki_02824', 'wiki_02385', 'wiki_00633']",الزراعة المسقية كتساهم في 75% من الصادرات الفلاحية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w049,B,"['wiki_02226', 'wiki_02225', 'wiki_02227', 'wiki_02609', 'wiki_01486']",بنك المغرب وسع النطاق ديال تقلب سعر الصرف من 0.3٪ ل 2.5٪.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w050,B,"['wiki_00806', 'wiki_00416', 'wiki_02609', 'wiki_00535', 'wiki_02610']",الهدف ديال الحكومة هو باش تنقص الدين العمومي لـ60% من إجمالي الناتج المحلي بحلول عام 2021.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w051,B,"['wiki_01040', 'wiki_01981', 'wiki_01035', 'wiki_01983', 'wiki_01043']",ثورة الشيخ بوعمامة دامت ثماني وعشرين سنة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w052,B,"['wiki_01040', 'wiki_01684', 'wiki_01505', 'wiki_00620', 'wiki_02278']",19 ماي 1881م,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w053,B,"['wiki_02950', 'wiki_02956', 'wiki_02953', 'wiki_02954', 'wiki_02952']",المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w054,B,"['wiki_02950', 'wiki_02954', 'wiki_02953', 'wiki_00972', 'wiki_02956']",المكونات الأساسية ديال السلطة فالمطبخ ديال يهود المغرب كتشمل مجموعة متنوعة من التوابل والبقوليات والخضروات والأسماك.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w055,B,"['wiki_00949', 'wiki_00200', 'wiki_00936', 'wiki_02497', 'wiki_00948']",أكثر من أربعة وثلاثين موقع.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w056,B,"['wiki_00949', 'wiki_02671', 'wiki_00948', 'wiki_00939', 'wiki_00936']",النقوش الصخرية ديال السمارة كيرجع تاريخها لفترات ما قبل التاريخ، وخاصة فترة ما قبل الإسلام.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w057,B,"['wiki_02594', 'wiki_02596', 'wiki_02597', 'wiki_02595', 'wiki_00043']",سعيد العلام,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w058,B,"['wiki_02594', 'wiki_02596', 'wiki_02597', 'wiki_00059', 'wiki_02595']",رواية عذراء غرناطة ربحات جائزة كتارا للرواية العربية في صنف الرواية غير المنشورة، سنة 2020.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w059,B,"['wiki_01477', 'wiki_01476', 'wiki_00366', 'wiki_01267', 'wiki_01155']",البوليساريو اقترح باش غير الصحراويين اللي دار الاستعمار الإسباني إحصاؤهم ف 1974 يقدرو يشاركو فالاستفتاء.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w060,B,"['wiki_01477', 'wiki_01266', 'wiki_00352', 'wiki_00301', 'wiki_01659']",إقليم الساقية الحمراء,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w061,B,"['wiki_02133', 'wiki_00651', 'wiki_00652', 'wiki_02130', 'wiki_02132']",13 ماي 1801,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w062,B,"['wiki_02129', 'wiki_00651', 'wiki_00136', 'wiki_02130', 'wiki_00652']",الحرب بدات فعهد توماس جيفرسون.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w063,B,"['wiki_00873', 'wiki_00879', 'wiki_00871', 'wiki_00878', 'wiki_00872']",الصناعات التقليدية لي مشهور بيها مركز الريش هي الزربية والجلباب.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,1,Atlas-Chat-9B/v2,0
w064,B,"['wiki_00879', 'wiki_00873', 'wiki_00871', 'wiki_00878', 'wiki_00874']",الصناعات لي ماشي كاينة فمنطقة الريش هي: صناعة الفخار، الدباغة، صياغة الحلي.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w065,B,"['wiki_00622', 'wiki_02899', 'wiki_01062', 'wiki_00193', 'wiki_01790']",الأمازيغ ديال الأطلس المتوسط عاشو في جماعات منعزلة ومغلقة، كل قبيلة كيان مستقل بخصوصياتها، بلا علاقات واضحة مع القبائل المجاورة.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w066,B,"['wiki_00622', 'wiki_01061', 'wiki_00237', 'wiki_01714', 'wiki_02180']",لا، القبائل الأمازيغية ما عرفات حتى شي شكل ديال الاتحاد الكونفدرالي، رغم أنهم عاشو تحت الغزوات الفينيقية والرومانية والوندالية والعربية، بقات هاد المجموعات السكانية معزولة وما احتكوش بالحضارات لي حكمو منطقة المغرب الكبير.,1,MBZUAI-Paris/Atlas-Chat-9B,1,0,1,"مدعوم: نعم
مطابق: لا",1,0,Atlas-Chat-9B/v2,0
w067,B,"['wiki_00872', 'wiki_00879', 'wiki_02825', 'wiki_02955', 'wiki_00343']",سعة وحدة التبريد لي كتحفظ التفاح فالريش هي 1600 طن.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w068,B,"['wiki_00872', 'wiki_00879', 'wiki_00878', 'wiki_00868', 'wiki_00875']",الفائض ديال تعاونية الحليب ديال الريش كيتباع فمدينة مكناس.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
w069,B,"['wiki_00797', 'wiki_01254', 'wiki_01253', 'wiki_00645', 'wiki_02204']",المعلومة غير متوفرة في النصوص.,0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,1,Atlas-Chat-9B/v2,1
w070,B,"['wiki_01791', 'wiki_01796', 'wiki_02002', 'wiki_00883', 'wiki_01792']","الإسبان سماو الموقع ديال المهدية بسمية ""المعمورة"" أو ""الحلق"" أو ""حلق سبو"".",0,MBZUAI-Paris/Atlas-Chat-9B,0,0,1,"مدعوم: لا
مطابق: لا",0,0,Atlas-Chat-9B/v2,0
w071,B,"['wiki_01791', 'wiki_01796', 'wiki_01510', 'wiki_01795', 'wiki_01797']",الإسبان حطو 1500 جندي فالحامية ديال المهدية.,1,MBZUAI-Paris/Atlas-Chat-9B,1,1,1,"مدعوم: نعم
مطابق: نعم",1,0,Atlas-Chat-9B/v2,0
