qid,cond,prompt,context,answer,gold_in_context,faithful,correct,judge_raw,refused
w171,B,P1,"['wiki_00475', 'wiki_02465', 'wiki_00902', 'wiki_02458', 'wiki_02037']",-Smithiya hay Hay al-Qirawaniyn,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w172,B,P1,"['wiki_02101', 'wiki_01761', 'wiki_02104', 'wiki_01996', 'wiki_02080']",أكتوبر 1955,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w173,B,P1,"['wiki_01720', 'wiki_01450', 'wiki_02104', 'wiki_00725', 'wiki_02028']",16 نونبر 1955,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w174,B,P1,"['wiki_02365', 'wiki_00523', 'wiki_02760', 'wiki_00774', 'wiki_01439']",المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w175,B,P1,"['wiki_02948', 'wiki_02101', 'wiki_00680', 'wiki_01026', 'wiki_00711']",2 مارس 1956,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w176,B,P1,"['wiki_00295', 'wiki_00281', 'wiki_00294', 'wiki_00284', 'wiki_00289']",جامعة الأخوين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w177,B,P1,"['wiki_00289', 'wiki_00300', 'wiki_00281', 'wiki_00296', 'wiki_00295']",منتزه NATIONAL إفران، والبحيرات، والمصادر، والشلالات، والمجالات الغابوية، ومحطة ميشليفن للتزلج.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w178,B,P1,"['wiki_02081', 'wiki_00706', 'wiki_02080', 'wiki_02220', 'wiki_01278']",تأسس مركز المغرب العربي للدراسات الاستراتيجية في عام 1994.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w179,B,P1,"['wiki_02792', 'wiki_02791', 'wiki_02799', 'wiki_01289', 'wiki_02794']",183,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w180,B,P1,"['wiki_02792', 'wiki_02791', 'wiki_02825', 'wiki_02793', 'wiki_00583']",تتمركز أغلب وحدات صناعة التجميد في جنوب المغرب بسبب تطوير صيد الرخويات والصيد السطحي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w181,B,P1,"['wiki_02792', 'wiki_02791', 'wiki_02387', 'wiki_01022', 'wiki_01379']",حوالي 8300 طن في اليوم الواحد.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w182,B,P1,"['wiki_02792', 'wiki_00426', 'wiki_00632', 'wiki_00424', 'wiki_02793']",الاتحاد الأوروبي,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w183,B,P1,"['wiki_00269', 'wiki_00270', 'wiki_00271', 'wiki_00272', 'wiki_01467']",على يد الإمبراطور كلوديوس خمدت ثورة إيديمون.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w184,B,P1,"['wiki_00270', 'wiki_01468', 'wiki_01471', 'wiki_01704', 'wiki_01466']",في القصر، وعاش في كنف الإمبراطور أغسطس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w185,B,P1,"['wiki_00270', 'wiki_00180', 'wiki_01704', 'wiki_01471', 'wiki_01466']",شرشال هي المدينة لي دارها يوبا الثاني عاصمة ديال الحكم ديالو.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w186,B,P1,"['wiki_01463', 'wiki_01465', 'wiki_01466', 'wiki_01473', 'wiki_01470']",كليباترا سيليني الثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w187,B,P1,"['wiki_01463', 'wiki_01466', 'wiki_01471', 'wiki_01465', 'wiki_01744']",حكم بطليموس الموريطاني من 23 ميلادية حتى 40 ميلادية.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w188,B,P1,"['wiki_00051', 'wiki_00539', 'wiki_01365', 'wiki_00327', 'wiki_00190']",ساعتين و11 دقيقة و34 ثانية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w189,B,P1,"['wiki_00051', 'wiki_00058', 'wiki_00059', 'wiki_02587', 'wiki_00056']","جائزة ""قارئ العام للعالم العربي""",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w190,B,P1,"['wiki_00670', 'wiki_02776', 'wiki_01028', 'wiki_00672', 'wiki_00673']",المغاربة تخافوا من هذا القانون لأنADMINISTRATOR المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w191,B,P1,"['wiki_00670', 'wiki_01252', 'wiki_01349', 'wiki_01656', 'wiki_01354']",بلاد السيبة وبلاد المخزن,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w192,B,P1,"['wiki_00144', 'wiki_00204', 'wiki_00212', 'wiki_01661', 'wiki_01890']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w193,B,P1,"['wiki_01890', 'wiki_02712', 'wiki_01819', 'wiki_00779', 'wiki_02330']",تشتهر تزنيت بصناعة وإنتاج المجوهرات الفضية، فلها هذا اللقب.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w194,B,P1,"['wiki_01890', 'wiki_02712', 'wiki_01899', 'wiki_01893', 'wiki_01891']",لا زنينية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w195,B,P1,"['wiki_01411', 'wiki_01412', 'wiki_01413', 'wiki_00635', 'wiki_00835']",تولى الهيئة المغربية لسوق الرساميل حماية المدخرين والمستثمرين وضمان شفافية العمليات المالية وتنظيم المشاركين في السوق والأدوات المالية وتعزيز الثقافة المالية.,1,0,1,"مدعوم: لا
مطابق: نعم",0
w196,B,P1,"['wiki_01412', 'wiki_01411', 'wiki_01413', 'wiki_02776', 'wiki_00635']",الملك محمد السادس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w197,B,P1,"['wiki_00930', 'wiki_00076', 'wiki_00685', 'wiki_00891', 'wiki_02321']",المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w198,B,P1,"['wiki_01051', 'wiki_02093', 'wiki_01449', 'wiki_00930', 'wiki_01052']",بويع ست مرات.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w199,B,P1,"['wiki_01000', 'wiki_00993', 'wiki_00999', 'wiki_00424', 'wiki_02709']",المعلومة غير متوفرة في النصوص,1,1,1,"مدعوم: نعم
مطابق: نعم",1
w200,B,P1,"['wiki_00698', 'wiki_02910', 'wiki_01688', 'wiki_00722', 'wiki_02019']","34,000 رجل",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w001,F,P1,['wiki_02359'],593168,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w002,F,P1,['wiki_02359'],طنجة,1,1,0,"مدعوم: نعم
مطابق: لا",0
w003,F,P1,['wiki_01011'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w004,F,P1,['wiki_01012'],"ارتفعت النسبة من 2,8% في 2010 إلى 8,1% في 2015.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w005,F,P1,['wiki_01012'],"1,6 طن",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w006,F,P1,['wiki_00564'],12.8%,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w007,F,P1,['wiki_00564'],شكيب بنموسى,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w008,F,P1,['wiki_00564'],المعدل انتقل من 10.5% إلى 21.4% بالوسط القروي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w009,F,P1,['wiki_02608'],المعدل التضخمي بقي عند نسبة 0.7%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w010,F,P1,['wiki_02608'],3.5٪,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w011,F,P1,['wiki_02608'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w012,F,P1,['wiki_02230'],فاتح أبريل 1998,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w013,F,P1,['wiki_02230'],31 دجنبر 2011,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w014,F,P1,['wiki_02691'],"حوالي 36,8 مليون نسمة",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w015,F,P1,['wiki_02691'],"تطور معدل التمدن في المغرب من 29% سنة 1960 إلى 62,8% سنة 2024.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w016,F,P1,['wiki_02691'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w017,F,P1,['wiki_01011'],"88,8٪",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w018,F,P1,['wiki_01011'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w019,F,P1,['wiki_00436'],15%,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w020,F,P1,['wiki_00436'],مواد الطاقية ومواد التجهيز والمواد الاستهلاكية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w021,F,P1,['wiki_01430'],55.8 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w022,F,P1,['wiki_01430'],المصاريف ديال حرب الصحرا كيقدرها مليون دولار يوميا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w023,F,P1,['wiki_00350'],15 جUNE 2004,0,1,0,"مدعوم: نعم
مطابق: لا",0
w024,F,P1,['wiki_00574'],بشحال زادو صادرات المغرب ديال النسيج لأمريكا فـ2006؟ نسبة %122,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w025,F,P1,['wiki_00574'],قطاعي السياحة والنسيج,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w026,F,P1,['wiki_01297'],سنة 2025,1,1,0,"مدعوم: نعم
مطابق: لا",0
w027,F,P1,['wiki_01011'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w028,F,P1,['wiki_02790'],طنجة وأكادير والعيون,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w029,F,P1,['wiki_02790'],ساهم مخطط أليوتيس بشكل ملحوظ في تحديث قطاع الصيد البحري، حيث إنتقل الناتج الداخلي الخام لقطاع الصيد البحري بين سنتي 2007 و 2015 من 8.3 إلى 15 مليار درهم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w030,F,P1,['wiki_02790'],1.46 مليون طن,1,1,0,"مدعوم: نعم
مطابق: لا",0
w031,F,P1,['wiki_01281'],"56,5%",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w032,F,P1,['wiki_01281'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w033,F,P1,['wiki_01281'],المغرب يحتل المرتبة 107 في إنتاجية القوى العاملة حسب تقرير منظمة العمل الدولية لسنة 2023.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w034,F,P1,['wiki_02387'],2700 مليون كيلواط,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w035,F,P1,['wiki_01379'],تبلغ الحصة ديال المدارات المسقية فناتج المحلي الخام بين 7% و10%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w036,F,P1,['wiki_02384'],المعلومة غير متوفرة في النصوص,0,1,0,"مدعوم: نعم
مطابق: لا",1
w037,F,P1,['chunk_007'],تشتغل نسبة كبيرة من الناس فالفلاحة فالمغرب.,0,1,0,"مدعوم: نعم
مطابق: لا",0
w038,F,P1,['wiki_02646'],وصل عدد سكان عين بني مطهر سنة 2014 إلى 16289 نسمة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w039,F,P1,['wiki_02635'],المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w040,F,P1,['wiki_00814'],عدد المؤسسات الابتدائية التي استغلت في الدار البيضاء خلال الموسم الدراسي 2008/2009 هو 435 مدرسة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w041,F,P1,['wiki_01106'],المغرب يتوفر على %75 من الاحتياطي العالمي ديال الفوسفاط.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w042,F,P1,['wiki_01106'],الصين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w043,F,P1,['wiki_02193'],المعلومة غير متوفرة في النصوص,0,1,0,"مدعوم: نعم
مطابق: لا",1
w044,F,P1,['wiki_02194'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w045,F,P1,['wiki_01074'],لتشجيع الاستثمارات والصادرات، ومساهمة في تمويل مشروع طرامواي الرباط - سلا.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w046,F,P1,['wiki_01663'],1503 جماعة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w047,F,P1,['wiki_01378'],1050000 هكتار,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w048,F,P1,['wiki_01378'],تساهم في 75% من الصادرات الفلاحية,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w049,F,P1,['wiki_02609'],2.5%,1,0,0,"مدعوم: لا
مطابق: لا",0
w050,F,P1,['wiki_02609'],خفض الدين العام إلى 60% من إجمالي الناتج المحلي بحلول عام 2021,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w051,F,P1,['wiki_01040'],ثمانية وعشرين سنه,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w052,F,P1,['wiki_01040'],19 ماي 1881م,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w053,F,P1,['wiki_02950'],المعلومة غير متوفرة في النصوص,0,1,0,"مدعوم: نعم
مطابق: لا",1
w054,F,P1,['wiki_02950'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w055,F,P1,['wiki_00949'],أربعة وثلاثون موقعا,1,0,0,"مدعوم: لا
مطابق: لا",0
w056,F,P1,['wiki_00949'],ترجع إلى 4000-ق-م 8000-ق.م,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w057,F,P1,['wiki_02594'],سعيد العلام,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w058,F,P1,['wiki_02594'],جائزة كتارا للرواية العربية وفأي عام 2020,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w059,F,P1,['wiki_01477'],بوليساريو اقترحت إقحام الصحراويين الذين تم إحصاؤهم من قبل الاستعمار الإسباني سنة 1974م.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w060,F,P1,['wiki_01477'],الساقية الحمراء,1,0,0,"مدعوم: لا
مطابق: لا",0
w061,F,P1,['wiki_00652'],13 ماي 1801,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w062,F,P1,['wiki_00652'],تمت بدء الحرب في عهد توماس جيفرسون.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w063,F,P1,['wiki_00873'],الزربية و الجلباب,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w064,F,P1,['wiki_00873'],صناعة الفخار، الدباغة، ضياغة الحلي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w065,F,P1,['wiki_00622'],عاشو في جماعات منعزلة ومغلقة، كيان كلها مستقل بخصوصياتها.,1,0,0,"مدعوم: لا
مطابق: لا",0
w066,F,P1,['wiki_00622'],المعلومة غير متوفرة في النصوص,1,0,0,"مدعوم: لا
مطابق: لا",1
w067,F,P1,['wiki_00872'],1600طن,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w068,F,P1,['wiki_00872'],مدينة مكناس,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w069,F,P1,['wiki_00193'],1500 متر,1,1,0,"مدعوم: نعم
مطابق: لا",0
w070,F,P1,['wiki_01791'],سنة 1614,0,0,0,"مدعوم: لا
مطابق: لا",0
w071,F,P1,['wiki_01791'],المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w072,F,P1,['wiki_01795'],1614 و1681,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w073,F,P1,['wiki_02019'],يوليوز - غشت 1947,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w074,F,P1,['wiki_02015'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w075,F,P1,['wiki_01101'],تنتشر السلالة ديال البقر والماس زعير في كل من منطقة الرماني وزمور وزعير وقبائل زيان خاصة في منطقة مريرت.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w076,F,P1,['wiki_01101'],سنة 1981,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w077,F,P1,['wiki_01101'],سلالة مكناس,1,0,1,"مدعوم: لا
مطابق: نعم",0
w078,F,P1,['wiki_00645'],مدينة الحاجب كاينة على ارتفاع 1200 متر فوق سطح البحر.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w079,F,P1,['wiki_00643'],تبعد مدينة الحاجب عن مكناس بمسافة 32 كلم.,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w080,F,P1,['wiki_00645'],المغارة التي تشبه وجه الأسد,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w081,F,P1,['wiki_01214'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w082,F,P1,['wiki_01216'],الأيام الثلاثة الأولى مخصصة للمحترفين، والأيام الثلاثة الأخرى مفتوحة لعامة الناس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w083,F,P1,['wiki_01216'],"مساحة المعرض الدولي للفلاحة بالمغرب تقدر بـ 370,000 m2.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w084,F,P1,['wiki_02925'],السياحة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w085,F,P1,['wiki_02926'],المشاكل اللي كتعاني منها مدينة مرزوكة هي غياب الأساتذة ومرافقهم مهمشة ووجود نقص في المدارس الإعدادية والثانوية.,0,1,0,"مدعوم: نعم
مطابق: لا",0
w086,F,P1,['wiki_01372'],سنة 2012,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w087,F,P1,['wiki_01372'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w088,F,P1,['wiki_01372'],المساحة ديال المنطقة الحرة الأطلسية تقارب 500 هكتار.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w089,F,P1,['wiki_01161'],أُحدثت سنة 2009، ويرأسها رئيس الحكومة,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w090,F,P1,['wiki_01161'],"الcommittee aim is to propose measures aimed at improving the legal and regulatory framework for business, coordinate their implementation, and evaluate their impact on concerned sectors.",1,1,1,"مدعوم: نعم
مطابق: نعم",0
w091,F,P1,['wiki_00904'],المعلومة غير متوفرة في النصوص,1,0,0,"مدعوم: لا
مطابق: لا",1
w092,F,P1,['wiki_00904'],مدينة مراكش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w093,F,P1,['wiki_00323'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
w094,F,P1,['wiki_00324'],نهر السنغال,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w095,F,P1,['wiki_02031'],2 كم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w096,F,P1,['wiki_00650'],مرسوم رقم 2.24.1122,1,1,0,"مدعوم: نعم
مطابق: لا",0
w097,F,P1,['wiki_00650'],توحيد الحد الأدنى للأجور بين القطاعات الفلاحية وغير الفلاحية خلال ثلاث سنوات,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w098,F,P1,['wiki_01204'],المدرسة البوعنانية تبنيت ففاس ما بين عامي 1350م و1355م,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w099,F,P1,['wiki_01204'],باب بوجلود هو المدخل الرئيسي ديال فاس البالي.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w100,F,P1,['wiki_01367'],المقاعد كاينة فطائرة بوينغ 767-300 هي 167 مقعد.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w101,F,P1,['wiki_02635'],المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w102,F,P1,['wiki_02640'],تفوقة 39.6,1,1,0,"مدعوم: نعم
مطابق: لا",0
w103,F,P1,['wiki_02640'],واد الشارف واد تبودة وادي مسخسخة وادي وزين,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w104,F,P1,['wiki_00431'],التداخل بين النزعة اللبرالية والتوجيه الاقتصادي مع سياسة حمائية وتدخل حكومي في الاقتصاد والاجتماع.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w105,F,P1,['wiki_00431'],أرساء الاستقلالية الاقتصادية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w106,F,P1,['wiki_00565'],تأسس البنك المخزني المغربي سنة 1907 في طنجة شمال المغرب.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w107,F,P1,['wiki_00565'],1955,1,0,0,"مدعوم: لا
مطابق: لا",0
w108,F,P1,['wiki_00692'],تجنب التوتر و المناقشة حول وضع المغرب,0,1,0,"مدعوم: نعم
مطابق: لا",0
w109,F,P1,['wiki_00738'],أحمد بن المهدي الغزال,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w110,F,P1,['wiki_00738'],لتجديد الصلح بين الدولتين وإطلاق صراح الأسرى الجزائريين بإسبانيا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w111,F,P1,['wiki_02472'],أصفراو تعني المنطقة المقعرة.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w112,F,P1,['wiki_02472'],كانوا ساكنين في الكهوف والمغارات.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w113,F,P1,['wiki_02472'],بلدة البهاليل,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w114,F,P1,['wiki_01117'],بعد 35 كلم,1,1,0,"مدعوم: نعم
مطابق: لا",0
w115,F,P1,['wiki_01117'],مسجد، وحمام، ومركز تجاري.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w116,F,P1,['wiki_01117'],استولى الجيش البرتغالي على القصر الصغير في يوم 23 أكتوبر 1458م وقائده كان ألفونس الخامس.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w117,F,P1,['wiki_01242'],ألبرت حوراني,1,0,1,"مدعوم: لا
مطابق: نعم",0
w118,F,P1,['wiki_01242'],المحامِك والوزارات والجيش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w119,F,P1,['wiki_01894'],المساحة ديال القصبة المخزنية فتزنيت هي 6704م² وعدد الأبراج فيها هو 5.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w120,F,P1,['wiki_01894'],تنسب للقائد الحاحي محمد أغناج.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w121,F,P1,['wiki_02269'],نعم، كانت معروفة أوعبيد الله في العصر المريني.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w122,F,P1,['wiki_02787'],وفرة سمك الشابل والتون في أزمور والإقبال الأوروبي على شرائه,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w123,F,P1,['wiki_02787'],سنة 1476,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w124,F,P1,['wiki_02319'],لقب عاصمة الشاوية,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w125,F,P1,['wiki_02319'],83 كم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w126,F,P1,['wiki_02319'],الرمز ديال مدينة سطات هو الحصان.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w127,F,P1,['wiki_02319'],altura 370 مترا,1,1,0,"مدعوم: نعم
مطابق: لا

السبب في عدم التطابق هو استخدام كلمة",0
w128,F,P1,['wiki_00186'],اللون لي دارو الموحدين شعار ديالهم هو البيضاء.,0,1,1,"مدعوم: نعم
مطابق: نعم",0
w129,F,P1,['wiki_00186'],المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w130,F,P1,['wiki_01857'],البسيطي أنكاد وتافرطة,0,0,0,"مدعوم: لا
مطابق: لا",0
w131,F,P1,['wiki_01845'],المعيشة ديال المهاجرين القاطنين بديار المهجر.,0,0,0,"مدعوم: لا
مطابق: لا",0
w132,F,P1,['wiki_02297'],وسط واحة كبيرة جنوب الأطلس الكبير.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w133,F,P1,['wiki_02297'],مدينة القيروان,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w134,F,P1,['wiki_02297'],سِجِلْمَاسَةَ تَبِنَتْ سِنَةَ 140 هِجْرِيَّةَ وشَكْوْنِ لِعِيْسَى بِنِ يَزِيدِ الأَسْوَدِ بَنَىَهَا.,1,1,0,"مدعوم: نعم
مطابق: لا",0
w135,F,P1,['wiki_01432'],من 17% إلى 19%.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w136,F,P1,['wiki_01432'],67 %,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w137,F,P1,['wiki_01432'],100 درهم,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w138,F,P1,['wiki_02057'],مصادر الدخل اللي اعتمدات عليهم جمهورية الريف هي: ضرائب على شكل نقود أو محاصيل، مداخيل الزكاة على شكل نقود أو محاصيل زراعية، غرامات، تبرعات السكان والقبائل، فداء الأسرى.,1,0,1,"مدعوم: لا
مطابق: نعم",0
w139,F,P1,['wiki_02057'],20 ألف بيزيتا سنويا,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w140,F,P1,['wiki_02057'],سياسة سحب الأراضي الزراعية من من يعجز أو يتهاون في زرعها.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w141,F,P1,['wiki_00048'],عزيز أخنوش,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w142,F,P1,['wiki_00048'],عبد الوافي لفتيت,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w143,F,P1,['wiki_02467'],المعلومة غير متوفرة في النصوص,1,1,0,"مدعوم: نعم
مطابق: لا",1
w144,F,P1,['wiki_02467'],نشأ بمدينة نفيس,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w145,F,P1,['wiki_00600'],توفى باه ديال التهامي الكلاوي ف سنة 1956 وشكون تكلف بيه من بعد باشا مراكش.,0,0,0,"مدعوم: لا
مطابق: لا",0
w146,F,P1,['wiki_00602'],خمسة عشر سنه,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w147,F,P1,['wiki_02939'],تدشين مستشفى القرب بأحفير تم في يوم 25 يوليوز 2024.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w148,F,P1,['wiki_02939'],خالد آيت الطالب,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w149,F,P1,['wiki_01469'],七年,1,1,0,"مدعوم: نعم
مطابق: لا

ملاحظة: الإجابة المقدمة",0
w150,F,P1,['wiki_02705'],مهرجانها الثقافي الدولي,1,1,0,"مدعوم: نعم
مطابق: لا",0
w151,F,P1,['wiki_01062'],المستغلال اللي فرض على الأمازيغ من قبل الرومان، كسيطرة على الأراضي الفلاحية والأعباء المادية، واستعمال القوة لإخضاعهم.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w152,F,P1,['wiki_01062'],تاكفاريناس وأديمون,1,1,0,"مدعوم: نعم
مطابق: لا",0
w153,F,P1,['wiki_02491'],تأسس صندوق محمد السادس للاستثمار في عام 2021.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w154,F,P1,['wiki_02491'],المقر الرئيسي في مدينة الرباط.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w155,F,P1,['wiki_02491'],في سياق تدابير الإنعاش الاقتصادي المعتمدة في أعقاب جائحة كوفيد-19.,1,1,1,"مدعوم: نعم
مطابق: نعم",0
w156,F,P1,['wiki_02032'],المعلومة غير متوفرة في النصوص,0,1,1,"مدعوم: نعم
مطابق: نعم",1
w157,F,P1,['wiki_02034'],المعلومة غير متوفرة في النصوص,0,0,0,"مدعوم: لا
مطابق: لا",1
